Stimulus Dot Flicker Block 
Adaptation Trial 1 from 12 | stimtiming: 0.083333 
expectedTime(TR):4.00000 	 toc: 0.00215
expectedTimeMASK(TR):6.42580 	 toc: 6.39243
beforeOnset(TR):6.42223 	 toc: 6.39272
onsetSTIM(TR):6.42790 	 toc: 6.42808
expectedTimeSTIM(TR):6.46147 	 toc: 6.42814
onsetMASK(TR):6.46356 	 toc: 6.46364
expectedTimeMASK(TR):6.49715 	 toc: 6.46368
beforeOnset(TR):6.49358 	 toc: 6.46397
onsetSTIM(TR):6.49923 	 toc: 6.49937
expectedTimeSTIM(TR):6.53282 	 toc: 6.49943
onsetMASK(TR):6.53490 	 toc: 6.53502
expectedTimeMASK(TR):6.56849 	 toc: 6.53507
beforeOnset(TR):6.56493 	 toc: 6.53556
onsetSTIM(TR):6.57057 	 toc: 6.57067
expectedTimeSTIM(TR):6.60417 	 toc: 6.57070
onsetMASK(TR):6.60624 	 toc: 6.60645
expectedTimeMASK(TR):6.63984 	 toc: 6.60649
beforeOnset(TR):6.63627 	 toc: 6.60741
onsetSTIM(TR):6.64192 	 toc: 6.64206
expectedTimeSTIM(TR):6.67551 	 toc: 6.64212
onsetMASK(TR):6.67758 	 toc: 6.67780
expectedTimeMASK(TR):6.71119 	 toc: 6.67784
beforeOnset(TR):6.70762 	 toc: 6.67813
onsetSTIM(TR):6.71326 	 toc: 6.71341
expectedTimeSTIM(TR):6.74686 	 toc: 6.71347
onsetMASK(TR):6.74893 	 toc: 6.74907
expectedTimeMASK(TR):6.78253 	 toc: 6.74937
beforeOnset(TR):6.77897 	 toc: 6.75000
onsetSTIM(TR):6.78460 	 toc: 6.78472
expectedTimeSTIM(TR):6.81821 	 toc: 6.78486
onsetMASK(TR):6.82027 	 toc: 6.82037
expectedTimeMASK(TR):6.85388 	 toc: 6.82041
beforeOnset(TR):6.85031 	 toc: 6.82076
onsetSTIM(TR):6.85594 	 toc: 6.85616
expectedTimeSTIM(TR):6.88955 	 toc: 6.85625
onsetMASK(TR):6.89161 	 toc: 6.89173
expectedTimeMASK(TR):6.92523 	 toc: 6.89180
beforeOnset(TR):6.92166 	 toc: 6.89235
onsetSTIM(TR):6.92728 	 toc: 6.92742
expectedTimeSTIM(TR):6.96090 	 toc: 6.92747
onsetMASK(TR):6.96295 	 toc: 6.96310
expectedTimeMASK(TR):6.99658 	 toc: 6.96317
beforeOnset(TR):6.99301 	 toc: 6.96354
onsetSTIM(TR):6.99862 	 toc: 6.99876
expectedTimeSTIM(TR):7.03225 	 toc: 6.99884
onsetMASK(TR):7.03429 	 toc: 7.03439
expectedTimeMASK(TR):7.06792 	 toc: 7.03446
beforeOnset(TR):7.06436 	 toc: 7.03488
onsetSTIM(TR):7.06996 	 toc: 7.07007
expectedTimeSTIM(TR):7.10360 	 toc: 7.07013
onsetMASK(TR):7.10563 	 toc: 7.10581
expectedTimeMASK(TR):7.13927 	 toc: 7.10588
beforeOnset(TR):7.13570 	 toc: 7.10650
onsetSTIM(TR):7.14130 	 toc: 7.14149
expectedTimeSTIM(TR):7.17494 	 toc: 7.14153
onsetMASK(TR):7.17697 	 toc: 7.17722
expectedTimeMASK(TR):7.21062 	 toc: 7.17736
beforeOnset(TR):7.20705 	 toc: 7.17821
onsetSTIM(TR):7.21264 	 toc: 7.21286
expectedTimeSTIM(TR):7.24629 	 toc: 7.21293
onsetMASK(TR):7.24832 	 toc: 7.24858
expectedTimeMASK(TR):7.28196 	 toc: 7.24866
beforeOnset(TR):7.27840 	 toc: 7.24904
onsetSTIM(TR):7.28398 	 toc: 7.28419
expectedTimeSTIM(TR):7.31764 	 toc: 7.28430
onsetMASK(TR):7.31966 	 toc: 7.31986
expectedTimeMASK(TR):7.35331 	 toc: 7.31990
beforeOnset(TR):7.34974 	 toc: 7.32019
onsetSTIM(TR):7.35533 	 toc: 7.35555
expectedTimeSTIM(TR):7.38898 	 toc: 7.35559
onsetMASK(TR):7.39100 	 toc: 7.39111
expectedTimeMASK(TR):7.42466 	 toc: 7.39118
beforeOnset(TR):7.42109 	 toc: 7.39166
onsetSTIM(TR):7.42667 	 toc: 7.42680
expectedTimeSTIM(TR):7.46033 	 toc: 7.42689
onsetMASK(TR):7.46234 	 toc: 7.46243
expectedTimeMASK(TR):7.49600 	 toc: 7.46246
beforeOnset(TR):7.49244 	 toc: 7.46272
onsetSTIM(TR):7.49801 	 toc: 7.49814
expectedTimeSTIM(TR):7.53168 	 toc: 7.49818
onsetMASK(TR):7.53368 	 toc: 7.53384
expectedTimeMASK(TR):7.56735 	 toc: 7.53391
beforeOnset(TR):7.56378 	 toc: 7.53456
onsetSTIM(TR):7.56936 	 toc: 7.56947
expectedTimeSTIM(TR):7.60303 	 toc: 7.56953
onsetMASK(TR):7.60502 	 toc: 7.60514
expectedTimeMASK(TR):7.63870 	 toc: 7.60518
beforeOnset(TR):7.63513 	 toc: 7.60567
onsetSTIM(TR):7.64070 	 toc: 7.64081
expectedTimeSTIM(TR):7.67437 	 toc: 7.64084
onsetMASK(TR):7.67636 	 toc: 7.67650
expectedTimeMASK(TR):7.71005 	 toc: 7.67656
beforeOnset(TR):7.70648 	 toc: 7.67706
onsetSTIM(TR):7.71204 	 toc: 7.71214
expectedTimeSTIM(TR):7.74572 	 toc: 7.71219
onsetMASK(TR):7.74771 	 toc: 7.74785
expectedTimeMASK(TR):7.78139 	 toc: 7.74790
beforeOnset(TR):7.77783 	 toc: 7.74874
onsetSTIM(TR):7.78338 	 toc: 7.78354
expectedTimeSTIM(TR):7.81707 	 toc: 7.78371
onsetMASK(TR):7.81905 	 toc: 7.81921
expectedTimeMASK(TR):7.85274 	 toc: 7.81924
beforeOnset(TR):7.84917 	 toc: 7.82035
onsetSTIM(TR):7.85472 	 toc: 7.85485
expectedTimeSTIM(TR):7.88841 	 toc: 7.85491
onsetMASK(TR):7.89039 	 toc: 7.89058
expectedTimeMASK(TR):7.92409 	 toc: 7.89065
beforeOnset(TR):7.92052 	 toc: 7.89112
onsetSTIM(TR):7.92606 	 toc: 7.92619
expectedTimeSTIM(TR):7.95976 	 toc: 7.92628
onsetMASK(TR):7.96173 	 toc: 7.96185
expectedTimeMASK(TR):7.99543 	 toc: 7.96192
beforeOnset(TR):7.99187 	 toc: 7.96245
onsetSTIM(TR):7.99741 	 toc: 7.99761
expectedTimeSTIM(TR):8.03111 	 toc: 7.99769
onsetMASK(TR):8.03308 	 toc: 8.03315
expectedTimeMASK(TR):8.06678 	 toc: 8.03320
beforeOnset(TR):8.06321 	 toc: 8.03392
onsetSTIM(TR):8.06874 	 toc: 8.06893
expectedTimeSTIM(TR):8.10245 	 toc: 8.06898
onsetMASK(TR):8.10441 	 toc: 8.10472
expectedTimeMASK(TR):8.13813 	 toc: 8.10479
beforeOnset(TR):8.13456 	 toc: 8.10514
onsetSTIM(TR):8.14008 	 toc: 8.14017
expectedTimeSTIM(TR):8.17380 	 toc: 8.14022
onsetMASK(TR):8.17576 	 toc: 8.17593
expectedTimeMASK(TR):8.20947 	 toc: 8.17610
beforeOnset(TR):8.20591 	 toc: 8.17677
onsetSTIM(TR):8.21143 	 toc: 8.21165
expectedTimeSTIM(TR):8.24515 	 toc: 8.21176
onsetMASK(TR):8.24710 	 toc: 8.24717
expectedTimeMASK(TR):8.28082 	 toc: 8.24722
beforeOnset(TR):8.27725 	 toc: 8.24797
onsetSTIM(TR):8.28277 	 toc: 8.28302
expectedTimeSTIM(TR):8.31650 	 toc: 8.28308
onsetMASK(TR):8.31845 	 toc: 8.31900
expectedTimeMASK(TR):8.35217 	 toc: 8.31942
beforeOnset(TR):8.34860 	 toc: 8.32067
onsetSTIM(TR):8.35411 	 toc: 8.35418
expectedTimeSTIM(TR):8.38784 	 toc: 8.35422
onsetMASK(TR):8.38978 	 toc: 8.38987
expectedTimeMASK(TR):8.42352 	 toc: 8.38994
beforeOnset(TR):8.41995 	 toc: 8.39052
onsetSTIM(TR):8.42545 	 toc: 8.42556
expectedTimeSTIM(TR):8.45919 	 toc: 8.42562
onsetMASK(TR):8.46116 	 toc: 8.46146
expectedTimeMASK(TR):8.49486 	 toc: 8.46152
beforeOnset(TR):8.49130 	 toc: 8.46211
onsetSTIM(TR):8.49679 	 toc: 8.49687
expectedTimeSTIM(TR):8.53054 	 toc: 8.49691
onsetMASK(TR):8.53246 	 toc: 8.53264
expectedTimeMASK(TR):8.56621 	 toc: 8.53271
beforeOnset(TR):8.56264 	 toc: 8.53315
onsetSTIM(TR):8.56813 	 toc: 8.56821
expectedTimeSTIM(TR):8.60188 	 toc: 8.56824
onsetMASK(TR):8.60380 	 toc: 8.60386
expectedTimeMASK(TR):8.63756 	 toc: 8.60390
beforeOnset(TR):8.63399 	 toc: 8.60417
onsetSTIM(TR):8.63947 	 toc: 8.63958
expectedTimeSTIM(TR):8.67323 	 toc: 8.63962
onsetMASK(TR):8.67514 	 toc: 8.67531
expectedTimeMASK(TR):8.70890 	 toc: 8.67536
beforeOnset(TR):8.70534 	 toc: 8.67618
onsetSTIM(TR):8.71082 	 toc: 8.71098
expectedTimeSTIM(TR):8.74458 	 toc: 8.71103
onsetMASK(TR):8.74648 	 toc: 8.74690
expectedTimeMASK(TR):8.78025 	 toc: 8.74695
beforeOnset(TR):8.77668 	 toc: 8.74756
onsetSTIM(TR):8.78216 	 toc: 8.78225
expectedTimeSTIM(TR):8.81592 	 toc: 8.78232
onsetMASK(TR):8.81783 	 toc: 8.81796
expectedTimeMASK(TR):8.85160 	 toc: 8.81801
beforeOnset(TR):8.84803 	 toc: 8.81845
onsetSTIM(TR):8.85350 	 toc: 8.85369
expectedTimeSTIM(TR):8.88727 	 toc: 8.85375
onsetMASK(TR):8.88917 	 toc: 8.88924
expectedTimeMASK(TR):8.92295 	 toc: 8.88929
beforeOnset(TR):8.91938 	 toc: 8.89001
onsetSTIM(TR):8.92484 	 toc: 8.92513
expectedTimeSTIM(TR):8.95862 	 toc: 8.92519
onsetMASK(TR):8.96047 	 toc: 8.96226
expectedTimeMASK(TR):8.99429 	 toc: 8.96234
beforeOnset(TR):8.99073 	 toc: 8.96304
onsetSTIM(TR):8.99618 	 toc: 8.99651
expectedTimeSTIM(TR):9.02997 	 toc: 8.99659
onsetMASK(TR):9.03185 	 toc: 9.03192
expectedTimeMASK(TR):9.06564 	 toc: 9.03196
beforeOnset(TR):9.06207 	 toc: 9.03257
onsetSTIM(TR):9.06753 	 toc: 9.06767
expectedTimeSTIM(TR):9.10131 	 toc: 9.06778
onsetMASK(TR):9.10319 	 toc: 9.10328
expectedTimeMASK(TR):9.13699 	 toc: 9.10333
beforeOnset(TR):9.13342 	 toc: 9.10401
onsetSTIM(TR):9.13887 	 toc: 9.13898
expectedTimeSTIM(TR):9.17266 	 toc: 9.13904
onsetMASK(TR):9.17454 	 toc: 9.17476
expectedTimeMASK(TR):9.20833 	 toc: 9.17483
beforeOnset(TR):9.20477 	 toc: 9.17536
onsetSTIM(TR):9.21021 	 toc: 9.21029
expectedTimeSTIM(TR):9.24401 	 toc: 9.21034
onsetMASK(TR):9.24588 	 toc: 9.24600
expectedTimeMASK(TR):9.27968 	 toc: 9.24604
beforeOnset(TR):9.27611 	 toc: 9.24632
onsetSTIM(TR):9.28155 	 toc: 9.28166
expectedTimeSTIM(TR):9.31535 	 toc: 9.28169
onsetMASK(TR):9.31722 	 toc: 9.31732
expectedTimeMASK(TR):9.35103 	 toc: 9.31737
beforeOnset(TR):9.34746 	 toc: 9.31790
onsetSTIM(TR):9.35289 	 toc: 9.35304
expectedTimeSTIM(TR):9.38670 	 toc: 9.35310
onsetMASK(TR):9.38856 	 toc: 9.38870
expectedTimeMASK(TR):9.42237 	 toc: 9.38877
beforeOnset(TR):9.41881 	 toc: 9.38926
onsetSTIM(TR):9.42423 	 toc: 9.42435
expectedTimeSTIM(TR):9.45805 	 toc: 9.42439
onsetMASK(TR):9.45990 	 toc: 9.46004
expectedTimeMASK(TR):9.49372 	 toc: 9.46012
beforeOnset(TR):9.49015 	 toc: 9.46055
onsetSTIM(TR):9.49557 	 toc: 9.49575
expectedTimeSTIM(TR):9.52939 	 toc: 9.49581
onsetMASK(TR):9.53124 	 toc: 9.53130
expectedTimeMASK(TR):9.56507 	 toc: 9.53134
beforeOnset(TR):9.56150 	 toc: 9.53201
onsetSTIM(TR):9.56691 	 toc: 9.56706
expectedTimeSTIM(TR):9.60074 	 toc: 9.56713
onsetMASK(TR):9.60258 	 toc: 9.60280
expectedTimeMASK(TR):9.63642 	 toc: 9.60289
beforeOnset(TR):9.63285 	 toc: 9.60339
onsetSTIM(TR):9.63826 	 toc: 9.63834
expectedTimeSTIM(TR):9.67209 	 toc: 9.63838
onsetMASK(TR):9.67393 	 toc: 9.67401
expectedTimeMASK(TR):9.70776 	 toc: 9.67408
beforeOnset(TR):9.70420 	 toc: 9.67465
onsetSTIM(TR):9.70960 	 toc: 9.70970
expectedTimeSTIM(TR):9.74344 	 toc: 9.70979
onsetMASK(TR):9.74526 	 toc: 9.74556
expectedTimeMASK(TR):9.77911 	 toc: 9.74564
beforeOnset(TR):9.77554 	 toc: 9.74629
onsetSTIM(TR):9.78094 	 toc: 9.78106
expectedTimeSTIM(TR):9.81478 	 toc: 9.78115
onsetMASK(TR):9.81661 	 toc: 9.81671
expectedTimeMASK(TR):9.85046 	 toc: 9.81677
beforeOnset(TR):9.84689 	 toc: 9.81736
onsetSTIM(TR):9.85228 	 toc: 9.85235
expectedTimeSTIM(TR):9.88613 	 toc: 9.85239
onsetMASK(TR):9.88795 	 toc: 9.88809
expectedTimeMASK(TR):9.92180 	 toc: 9.88817
beforeOnset(TR):9.91824 	 toc: 9.88865
onsetSTIM(TR):9.92362 	 toc: 9.92377
expectedTimeSTIM(TR):9.95748 	 toc: 9.92386
onsetMASK(TR):9.95929 	 toc: 9.95937
expectedTimeMASK(TR):9.99315 	 toc: 9.95943
beforeOnset(TR):9.98958 	 toc: 9.96055
onsetSTIM(TR):9.99496 	 toc: 9.99508
expectedTimeSTIM(TR):10.02882 	 toc: 9.99512
onsetMASK(TR):10.03063 	 toc: 10.03081
expectedTimeMASK(TR):10.06450 	 toc: 10.03089
breakDetected(TR) toc: 10.03122
lastTrialFlip(TR):10.06631 	 toc: 10.06639
expectedTime ITI(TR):16.00000 	 toc: 10.06645
button readout over : toc: 10.08972
Adaptation Trial 2 from 12 | stimtiming: 1.000000 
expectedTime(TR):16.00000 	 toc: 10.09054
beforeOnset(TR):15.99643 	 toc: 10.09139
onsetSTIM(TR):16.20868 	 toc: 16.21352
expectedTimeSTIM(TR):16.42808 	 toc: 16.21357
onsetMASK(TR):16.42996 	 toc: 16.43024
expectedTimeMASK(TR):16.85616 	 toc: 16.43029
beforeOnset(TR):16.85260 	 toc: 16.43059
onsetSTIM(TR):16.85801 	 toc: 16.85829
expectedTimeSTIM(TR):17.28425 	 toc: 16.85833
onsetMASK(TR):17.28605 	 toc: 17.28637
expectedTimeMASK(TR):17.71233 	 toc: 17.28641
beforeOnset(TR):17.70876 	 toc: 17.28670
onsetSTIM(TR):17.71410 	 toc: 17.71442
expectedTimeSTIM(TR):18.14041 	 toc: 17.71447
onsetMASK(TR):18.14215 	 toc: 18.14244
expectedTimeMASK(TR):18.56849 	 toc: 18.14251
beforeOnset(TR):18.56493 	 toc: 18.14277
onsetSTIM(TR):18.57020 	 toc: 18.57051
expectedTimeSTIM(TR):18.99658 	 toc: 18.57055
onsetMASK(TR):18.99825 	 toc: 18.99854
expectedTimeMASK(TR):19.42466 	 toc: 18.99859
beforeOnset(TR):19.42109 	 toc: 18.99897
onsetSTIM(TR):19.42630 	 toc: 19.42661
expectedTimeSTIM(TR):19.85274 	 toc: 19.42666
onsetMASK(TR):19.85435 	 toc: 19.85463
expectedTimeMASK(TR):20.28082 	 toc: 19.85469
beforeOnset(TR):20.27725 	 toc: 19.85530
onsetSTIM(TR):20.28240 	 toc: 20.28269
expectedTimeSTIM(TR):20.70890 	 toc: 20.28275
onsetMASK(TR):20.71044 	 toc: 20.71075
expectedTimeMASK(TR):21.13699 	 toc: 20.71081
beforeOnset(TR):21.13342 	 toc: 20.71125
onsetSTIM(TR):21.13849 	 toc: 21.13877
expectedTimeSTIM(TR):21.56507 	 toc: 21.13882
onsetMASK(TR):21.56654 	 toc: 21.56687
expectedTimeMASK(TR):21.99315 	 toc: 21.56694
beforeOnset(TR):21.98958 	 toc: 21.56729
onsetSTIM(TR):21.99459 	 toc: 21.99490
expectedTimeSTIM(TR):22.42123 	 toc: 21.99494
onsetMASK(TR):22.42264 	 toc: 22.42290
expectedTimeMASK(TR):22.84932 	 toc: 22.42295
breakDetected(TR) toc: 22.42317
lastTrialFlip(TR):22.85069 	 toc: 22.85097
expectedTime ITI(TR):28.00000 	 toc: 22.85106
button readout over : toc: 22.85222
Adaptation Trial 3 from 12 | stimtiming: 1.000000 
expectedTime(TR):28.00000 	 toc: 22.85273
beforeOnset(TR):27.99643 	 toc: 22.85529
onsetSTIM(TR):28.20839 	 toc: 28.20990
expectedTimeSTIM(TR):28.42808 	 toc: 28.20994
onsetMASK(TR):28.42959 	 toc: 28.42975
expectedTimeMASK(TR):28.85616 	 toc: 28.42990
beforeOnset(TR):28.85260 	 toc: 28.43091
onsetSTIM(TR):28.85763 	 toc: 28.85788
expectedTimeSTIM(TR):29.28425 	 toc: 28.85793
onsetMASK(TR):29.28568 	 toc: 29.28606
expectedTimeMASK(TR):29.71233 	 toc: 29.28610
beforeOnset(TR):29.70876 	 toc: 29.28646
onsetSTIM(TR):29.71373 	 toc: 29.71404
expectedTimeSTIM(TR):30.14041 	 toc: 29.71411
