Stimulus Dot Flicker Block 
Adaptation Trial 1 from 12 | stimtiming: 0.250000 
expectedTime(TR):3.00000 	 toc: 0.00369
onsetSTIM(TR):4.40606 	 toc: 4.40609
expectedTimeSTIM(TR):4.48438 	 toc: 4.40614
onsetMASK(TR):4.48418 	 toc: 4.48421
expectedTimeMASK(TR):4.56250 	 toc: 4.48426
beforeOnset(TR):4.55990 	 toc: 4.48474
onsetSTIM(TR):4.56230 	 toc: 4.56234
expectedTimeSTIM(TR):4.64062 	 toc: 4.56239
onsetMASK(TR):4.64042 	 toc: 4.64047
expectedTimeMASK(TR):4.71875 	 toc: 4.64051
beforeOnset(TR):4.71615 	 toc: 4.76567
onsetSTIM(TR):4.77063 	 toc: 4.77066
expectedTimeSTIM(TR):4.79688 	 toc: 4.77070
onsetMASK(TR):4.79667 	 toc: 4.79671
expectedTimeMASK(TR):4.87500 	 toc: 4.79676
beforeOnset(TR):4.87240 	 toc: 4.79722
onsetSTIM(TR):4.87479 	 toc: 4.87482
expectedTimeSTIM(TR):4.95312 	 toc: 4.87487
onsetMASK(TR):4.95291 	 toc: 4.95294
expectedTimeMASK(TR):5.03125 	 toc: 4.95299
beforeOnset(TR):5.02865 	 toc: 4.95346
onsetSTIM(TR):5.03103 	 toc: 5.03107
expectedTimeSTIM(TR):5.10938 	 toc: 5.03111
onsetMASK(TR):5.10915 	 toc: 5.10919
expectedTimeMASK(TR):5.18750 	 toc: 5.10924
beforeOnset(TR):5.18490 	 toc: 5.10971
onsetSTIM(TR):5.18727 	 toc: 5.18731
expectedTimeSTIM(TR):5.26562 	 toc: 5.18736
onsetMASK(TR):5.26540 	 toc: 5.26544
expectedTimeMASK(TR):5.34375 	 toc: 5.26548
beforeOnset(TR):5.34115 	 toc: 5.26597
onsetSTIM(TR):5.34352 	 toc: 5.34356
expectedTimeSTIM(TR):5.42188 	 toc: 5.34360
onsetMASK(TR):5.42164 	 toc: 5.42169
expectedTimeMASK(TR):5.50000 	 toc: 5.42174
beforeOnset(TR):5.49740 	 toc: 5.42224
onsetSTIM(TR):5.49976 	 toc: 5.49981
expectedTimeSTIM(TR):5.57812 	 toc: 5.49985
onsetMASK(TR):5.57788 	 toc: 5.57793
expectedTimeMASK(TR):5.65625 	 toc: 5.57797
beforeOnset(TR):5.65365 	 toc: 5.57843
onsetSTIM(TR):5.65600 	 toc: 5.65605
expectedTimeSTIM(TR):5.73438 	 toc: 5.65609
onsetMASK(TR):5.73412 	 toc: 5.73417
expectedTimeMASK(TR):5.81250 	 toc: 5.73421
beforeOnset(TR):5.80990 	 toc: 5.73468
onsetSTIM(TR):5.81225 	 toc: 5.81229
expectedTimeSTIM(TR):5.89062 	 toc: 5.81232
onsetMASK(TR):5.89037 	 toc: 5.89041
expectedTimeMASK(TR):5.96875 	 toc: 5.89045
beforeOnset(TR):5.96615 	 toc: 5.89091
onsetSTIM(TR):5.96849 	 toc: 5.96852
expectedTimeSTIM(TR):6.04688 	 toc: 5.96855
onsetMASK(TR):6.04661 	 toc: 6.04665
expectedTimeMASK(TR):6.12500 	 toc: 6.04669
beforeOnset(TR):6.12240 	 toc: 6.04716
onsetSTIM(TR):6.12473 	 toc: 6.12476
expectedTimeSTIM(TR):6.20312 	 toc: 6.12480
onsetMASK(TR):6.20285 	 toc: 6.20288
expectedTimeMASK(TR):6.28125 	 toc: 6.20293
beforeOnset(TR):6.27865 	 toc: 6.20343
onsetSTIM(TR):6.28097 	 toc: 6.28100
expectedTimeSTIM(TR):6.35938 	 toc: 6.28104
onsetMASK(TR):6.35909 	 toc: 6.35913
expectedTimeMASK(TR):6.43750 	 toc: 6.35917
beforeOnset(TR):6.43490 	 toc: 6.35964
onsetSTIM(TR):6.43722 	 toc: 6.43725
expectedTimeSTIM(TR):6.51562 	 toc: 6.43729
onsetMASK(TR):6.51534 	 toc: 6.51538
expectedTimeMASK(TR):6.59375 	 toc: 6.51541
beforeOnset(TR):6.59115 	 toc: 6.51588
onsetSTIM(TR):6.59346 	 toc: 6.59349
expectedTimeSTIM(TR):6.67188 	 toc: 6.59354
onsetMASK(TR):6.67158 	 toc: 6.67162
expectedTimeMASK(TR):6.75000 	 toc: 6.67166
beforeOnset(TR):6.74740 	 toc: 6.67212
onsetSTIM(TR):6.74970 	 toc: 6.74974
expectedTimeSTIM(TR):6.82812 	 toc: 6.74978
onsetMASK(TR):6.82783 	 toc: 6.82786
expectedTimeMASK(TR):6.90625 	 toc: 6.82789
beforeOnset(TR):6.90365 	 toc: 6.82836
onsetSTIM(TR):6.90595 	 toc: 6.90598
expectedTimeSTIM(TR):6.98438 	 toc: 6.90603
onsetMASK(TR):6.98407 	 toc: 6.98410
expectedTimeMASK(TR):7.06250 	 toc: 6.98414
breakDetected(TR) toc: 6.98448
lastTrialFlip(TR):7.06219 	 toc: 7.06245
expectedTime ITI(TR):11.00000 	 toc: 7.06293
button readout over : toc: 7.10120
Adaptation Trial 2 from 12 | stimtiming: 1.000000 
expectedTime(TR):11.00000 	 toc: 7.10216
beforeOnset(TR):10.99740 	 toc: 7.10485
onsetSTIM(TR):10.99956 	 toc: 10.99964
expectedTimeSTIM(TR):11.31250 	 toc: 10.99970
onsetMASK(TR):11.31205 	 toc: 11.31210
expectedTimeMASK(TR):11.62500 	 toc: 11.31216
beforeOnset(TR):11.62240 	 toc: 11.31290
onsetSTIM(TR):11.62454 	 toc: 11.62458
expectedTimeSTIM(TR):11.93750 	 toc: 11.62463
onsetMASK(TR):11.93703 	 toc: 11.93707
expectedTimeMASK(TR):12.25000 	 toc: 11.93713
beforeOnset(TR):12.24740 	 toc: 11.93766
onsetSTIM(TR):12.24952 	 toc: 12.24956
expectedTimeSTIM(TR):12.56250 	 toc: 12.24961
onsetMASK(TR):12.56201 	 toc: 12.56204
expectedTimeMASK(TR):12.87500 	 toc: 12.56209
beforeOnset(TR):12.87240 	 toc: 12.81762
onsetSTIM(TR):12.87450 	 toc: 12.87455
expectedTimeSTIM(TR):13.18750 	 toc: 12.87462
onsetMASK(TR):13.18699 	 toc: 13.18705
expectedTimeMASK(TR):13.50000 	 toc: 13.18712
beforeOnset(TR):13.49740 	 toc: 13.18775
onsetSTIM(TR):13.49948 	 toc: 13.49952
expectedTimeSTIM(TR):13.81250 	 toc: 13.49957
onsetMASK(TR):13.81197 	 toc: 13.81201
expectedTimeMASK(TR):14.12500 	 toc: 13.81206
beforeOnset(TR):14.12240 	 toc: 13.82796
onsetSTIM(TR):14.12445 	 toc: 14.12450
expectedTimeSTIM(TR):14.43750 	 toc: 14.12454
onsetMASK(TR):14.43694 	 toc: 14.43698
expectedTimeMASK(TR):14.75000 	 toc: 14.43703
beforeOnset(TR):14.74740 	 toc: 14.43755
onsetSTIM(TR):14.74943 	 toc: 14.74948
expectedTimeSTIM(TR):15.06250 	 toc: 14.74953
onsetMASK(TR):15.06192 	 toc: 15.06196
expectedTimeMASK(TR):15.37500 	 toc: 15.06200
breakDetected(TR) toc: 15.06225
lastTrialFlip(TR):15.37441 	 toc: 15.37460
expectedTime ITI(TR):19.00000 	 toc: 15.37466
button readout over : toc: 15.41943
Adaptation Trial 3 from 12 | stimtiming: 0.083333 
expectedTime(TR):19.00000 	 toc: 15.42000
beforeOnset(TR):18.99740 	 toc: 15.42098
onsetSTIM(TR):18.99929 	 toc: 18.99934
expectedTimeSTIM(TR):19.02604 	 toc: 18.99940
onsetMASK(TR):19.02533 	 toc: 19.02536
expectedTimeMASK(TR):19.05208 	 toc: 19.02541
beforeOnset(TR):19.04948 	 toc: 19.02614
onsetSTIM(TR):19.05137 	 toc: 19.05140
expectedTimeSTIM(TR):19.07812 	 toc: 19.05145
onsetMASK(TR):19.07741 	 toc: 19.07745
expectedTimeMASK(TR):19.10417 	 toc: 19.07749
beforeOnset(TR):19.10156 	 toc: 19.07800
onsetSTIM(TR):19.10345 	 toc: 19.10349
expectedTimeSTIM(TR):19.13021 	 toc: 19.10354
onsetMASK(TR):19.12949 	 toc: 19.12953
expectedTimeMASK(TR):19.15625 	 toc: 19.12958
beforeOnset(TR):19.15365 	 toc: 19.13008
onsetSTIM(TR):19.15554 	 toc: 19.15558
expectedTimeSTIM(TR):19.18229 	 toc: 19.15562
onsetMASK(TR):19.18158 	 toc: 19.18162
expectedTimeMASK(TR):19.20833 	 toc: 19.18166
beforeOnset(TR):19.20573 	 toc: 19.18215
onsetSTIM(TR):19.20762 	 toc: 19.20766
expectedTimeSTIM(TR):19.23438 	 toc: 19.20770
onsetMASK(TR):19.23366 	 toc: 19.23370
expectedTimeMASK(TR):19.26042 	 toc: 19.23374
beforeOnset(TR):19.25781 	 toc: 19.23422
onsetSTIM(TR):19.25970 	 toc: 19.25973
expectedTimeSTIM(TR):19.28646 	 toc: 19.25978
onsetMASK(TR):19.28574 	 toc: 19.28577
expectedTimeMASK(TR):19.31250 	 toc: 19.28582
beforeOnset(TR):19.30990 	 toc: 19.28630
onsetSTIM(TR):19.31178 	 toc: 19.31182
expectedTimeSTIM(TR):19.33854 	 toc: 19.31186
onsetMASK(TR):19.33782 	 toc: 19.33785
expectedTimeMASK(TR):19.36458 	 toc: 19.33790
beforeOnset(TR):19.36198 	 toc: 19.33839
onsetSTIM(TR):19.36386 	 toc: 19.36390
expectedTimeSTIM(TR):19.39063 	 toc: 19.36393
onsetMASK(TR):19.38990 	 toc: 19.38994
expectedTimeMASK(TR):19.41667 	 toc: 19.38998
beforeOnset(TR):19.41406 	 toc: 19.39043
onsetSTIM(TR):19.41594 	 toc: 19.41598
expectedTimeSTIM(TR):19.44271 	 toc: 19.41603
onsetMASK(TR):19.44198 	 toc: 19.44202
expectedTimeMASK(TR):19.46875 	 toc: 19.44207
beforeOnset(TR):19.46615 	 toc: 19.44255
onsetSTIM(TR):19.46802 	 toc: 19.46806
expectedTimeSTIM(TR):19.49479 	 toc: 19.46811
onsetMASK(TR):19.49407 	 toc: 19.49410
expectedTimeMASK(TR):19.52083 	 toc: 19.49415
beforeOnset(TR):19.51823 	 toc: 19.49463
onsetSTIM(TR):19.52011 	 toc: 19.52014
expectedTimeSTIM(TR):19.54688 	 toc: 19.52019
onsetMASK(TR):19.54615 	 toc: 19.54618
expectedTimeMASK(TR):19.57292 	 toc: 19.54624
beforeOnset(TR):19.57031 	 toc: 19.54671
onsetSTIM(TR):19.57219 	 toc: 19.57222
expectedTimeSTIM(TR):19.59896 	 toc: 19.57227
onsetMASK(TR):19.59823 	 toc: 19.59826
expectedTimeMASK(TR):19.62500 	 toc: 19.59832
beforeOnset(TR):19.62240 	 toc: 19.59880
onsetSTIM(TR):19.62427 	 toc: 19.62430
expectedTimeSTIM(TR):19.65104 	 toc: 19.62436
onsetMASK(TR):19.65031 	 toc: 19.65034
expectedTimeMASK(TR):19.67708 	 toc: 19.65040
beforeOnset(TR):19.67448 	 toc: 19.65087
onsetSTIM(TR):19.67635 	 toc: 19.67639
expectedTimeSTIM(TR):19.70313 	 toc: 19.67645
onsetMASK(TR):19.70239 	 toc: 19.70244
expectedTimeMASK(TR):19.72917 	 toc: 19.70249
beforeOnset(TR):19.72656 	 toc: 19.70296
onsetSTIM(TR):19.72843 	 toc: 19.72848
expectedTimeSTIM(TR):19.75521 	 toc: 19.72853
onsetMASK(TR):19.75447 	 toc: 19.75452
expectedTimeMASK(TR):19.78125 	 toc: 19.75457
beforeOnset(TR):19.77865 	 toc: 19.75505
onsetSTIM(TR):19.78051 	 toc: 19.78057
expectedTimeSTIM(TR):19.80729 	 toc: 19.78061
onsetMASK(TR):19.80655 	 toc: 19.80660
expectedTimeMASK(TR):19.83333 	 toc: 19.80665
beforeOnset(TR):19.83073 	 toc: 19.80712
onsetSTIM(TR):19.83260 	 toc: 19.83264
expectedTimeSTIM(TR):19.85938 	 toc: 19.83268
onsetMASK(TR):19.85864 	 toc: 19.85869
expectedTimeMASK(TR):19.88542 	 toc: 19.85874
beforeOnset(TR):19.88281 	 toc: 19.85922
onsetSTIM(TR):19.88468 	 toc: 19.88472
expectedTimeSTIM(TR):19.91146 	 toc: 19.88476
onsetMASK(TR):19.91072 	 toc: 19.91076
expectedTimeMASK(TR):19.93750 	 toc: 19.91080
beforeOnset(TR):19.93490 	 toc: 19.91127
onsetSTIM(TR):19.93676 	 toc: 19.93681
expectedTimeSTIM(TR):19.96354 	 toc: 19.93685
onsetMASK(TR):19.96280 	 toc: 19.96283
expectedTimeMASK(TR):19.98958 	 toc: 19.96289
beforeOnset(TR):19.98698 	 toc: 19.96334
onsetSTIM(TR):19.98884 	 toc: 19.98888
expectedTimeSTIM(TR):20.01563 	 toc: 19.98893
onsetMASK(TR):20.01488 	 toc: 20.01493
expectedTimeMASK(TR):20.04167 	 toc: 20.01497
beforeOnset(TR):20.03906 	 toc: 20.01542
onsetSTIM(TR):20.04092 	 toc: 20.04095
expectedTimeSTIM(TR):20.06771 	 toc: 20.04099
onsetMASK(TR):20.06696 	 toc: 20.06701
expectedTimeMASK(TR):20.09375 	 toc: 20.06705
beforeOnset(TR):20.09115 	 toc: 20.06751
onsetSTIM(TR):20.09300 	 toc: 20.09304
expectedTimeSTIM(TR):20.11979 	 toc: 20.09309
onsetMASK(TR):20.11904 	 toc: 20.11908
expectedTimeMASK(TR):20.14583 	 toc: 20.11912
beforeOnset(TR):20.14323 	 toc: 20.11959
onsetSTIM(TR):20.14509 	 toc: 20.14512
expectedTimeSTIM(TR):20.17188 	 toc: 20.14517
onsetMASK(TR):20.17113 	 toc: 20.17116
expectedTimeMASK(TR):20.19792 	 toc: 20.17121
beforeOnset(TR):20.19531 	 toc: 20.17178
onsetSTIM(TR):20.19717 	 toc: 20.19720
expectedTimeSTIM(TR):20.22396 	 toc: 20.19725
onsetMASK(TR):20.22321 	 toc: 20.22325
expectedTimeMASK(TR):20.25000 	 toc: 20.22329
beforeOnset(TR):20.24740 	 toc: 20.22375
onsetSTIM(TR):20.24925 	 toc: 20.24929
expectedTimeSTIM(TR):20.27604 	 toc: 20.24933
onsetMASK(TR):20.27529 	 toc: 20.27533
expectedTimeMASK(TR):20.30208 	 toc: 20.27537
beforeOnset(TR):20.29948 	 toc: 20.27581
onsetSTIM(TR):20.30133 	 toc: 20.30137
expectedTimeSTIM(TR):20.32813 	 toc: 20.30141
onsetMASK(TR):20.32737 	 toc: 20.32740
expectedTimeMASK(TR):20.35417 	 toc: 20.32745
beforeOnset(TR):20.35156 	 toc: 20.32792
onsetSTIM(TR):20.35341 	 toc: 20.35345
expectedTimeSTIM(TR):20.38021 	 toc: 20.35349
onsetMASK(TR):20.37945 	 toc: 20.37948
expectedTimeMASK(TR):20.40625 	 toc: 20.37953
beforeOnset(TR):20.40365 	 toc: 20.38000
onsetSTIM(TR):20.40549 	 toc: 20.40553
expectedTimeSTIM(TR):20.43229 	 toc: 20.40557
onsetMASK(TR):20.43153 	 toc: 20.43157
expectedTimeMASK(TR):20.45833 	 toc: 20.43161
beforeOnset(TR):20.45573 	 toc: 20.43208
onsetSTIM(TR):20.45757 	 toc: 20.45761
expectedTimeSTIM(TR):20.48437 	 toc: 20.45764
onsetMASK(TR):20.48362 	 toc: 20.48365
expectedTimeMASK(TR):20.51042 	 toc: 20.48370
beforeOnset(TR):20.50781 	 toc: 20.48416
onsetSTIM(TR):20.50966 	 toc: 20.50969
expectedTimeSTIM(TR):20.53646 	 toc: 20.50972
onsetMASK(TR):20.53570 	 toc: 20.53574
expectedTimeMASK(TR):20.56250 	 toc: 20.53577
beforeOnset(TR):20.55990 	 toc: 20.53625
onsetSTIM(TR):20.56174 	 toc: 20.56177
expectedTimeSTIM(TR):20.58854 	 toc: 20.56181
onsetMASK(TR):20.58778 	 toc: 20.58782
expectedTimeMASK(TR):20.61458 	 toc: 20.58786
beforeOnset(TR):20.61198 	 toc: 20.58832
onsetSTIM(TR):20.61382 	 toc: 20.61385
expectedTimeSTIM(TR):20.64062 	 toc: 20.61389
onsetMASK(TR):20.63986 	 toc: 20.63989
expectedTimeMASK(TR):20.66667 	 toc: 20.63993
beforeOnset(TR):20.66406 	 toc: 20.64041
onsetSTIM(TR):20.66590 	 toc: 20.66593
expectedTimeSTIM(TR):20.69271 	 toc: 20.66597
onsetMASK(TR):20.69194 	 toc: 20.69197
expectedTimeMASK(TR):20.71875 	 toc: 20.69202
beforeOnset(TR):20.71615 	 toc: 20.69249
onsetSTIM(TR):20.71798 	 toc: 20.71801
expectedTimeSTIM(TR):20.74479 	 toc: 20.71805
onsetMASK(TR):20.74402 	 toc: 20.74406
expectedTimeMASK(TR):20.77083 	 toc: 20.74409
beforeOnset(TR):20.76823 	 toc: 20.74457
onsetSTIM(TR):20.77006 	 toc: 20.77010
expectedTimeSTIM(TR):20.79687 	 toc: 20.77013
onsetMASK(TR):20.79610 	 toc: 20.79614
expectedTimeMASK(TR):20.82292 	 toc: 20.79618
beforeOnset(TR):20.82031 	 toc: 20.79664
onsetSTIM(TR):20.82215 	 toc: 20.82218
expectedTimeSTIM(TR):20.84896 	 toc: 20.82221
onsetMASK(TR):20.84819 	 toc: 20.84822
expectedTimeMASK(TR):20.87500 	 toc: 20.84825
beforeOnset(TR):20.87240 	 toc: 20.84872
onsetSTIM(TR):20.87423 	 toc: 20.87426
expectedTimeSTIM(TR):20.90104 	 toc: 20.87430
onsetMASK(TR):20.90027 	 toc: 20.90030
expectedTimeMASK(TR):20.92708 	 toc: 20.90034
beforeOnset(TR):20.92448 	 toc: 20.90080
onsetSTIM(TR):20.92631 	 toc: 20.92634
expectedTimeSTIM(TR):20.95312 	 toc: 20.92639
onsetMASK(TR):20.95235 	 toc: 20.95238
expectedTimeMASK(TR):20.97917 	 toc: 20.95242
beforeOnset(TR):20.97656 	 toc: 20.95288
onsetSTIM(TR):20.97839 	 toc: 20.97842
expectedTimeSTIM(TR):21.00521 	 toc: 20.97847
onsetMASK(TR):21.00443 	 toc: 21.00446
expectedTimeMASK(TR):21.03125 	 toc: 21.00450
beforeOnset(TR):21.02865 	 toc: 21.00496
onsetSTIM(TR):21.03047 	 toc: 21.03050
expectedTimeSTIM(TR):21.05729 	 toc: 21.03056
onsetMASK(TR):21.05651 	 toc: 21.05654
expectedTimeMASK(TR):21.08333 	 toc: 21.05658
beforeOnset(TR):21.08073 	 toc: 21.05700
onsetSTIM(TR):21.08255 	 toc: 21.08259
expectedTimeSTIM(TR):21.10937 	 toc: 21.08264
onsetMASK(TR):21.10859 	 toc: 21.10863
expectedTimeMASK(TR):21.13542 	 toc: 21.10866
beforeOnset(TR):21.13281 	 toc: 21.10912
onsetSTIM(TR):21.13463 	 toc: 21.13467
expectedTimeSTIM(TR):21.16146 	 toc: 21.13472
onsetMASK(TR):21.16068 	 toc: 21.16071
expectedTimeMASK(TR):21.18750 	 toc: 21.16074
beforeOnset(TR):21.18490 	 toc: 21.16120
onsetSTIM(TR):21.18672 	 toc: 21.18676
expectedTimeSTIM(TR):21.21354 	 toc: 21.18680
onsetMASK(TR):21.21276 	 toc: 21.21279
expectedTimeMASK(TR):21.23958 	 toc: 21.21283
beforeOnset(TR):21.23698 	 toc: 21.21329
onsetSTIM(TR):21.23880 	 toc: 21.23884
expectedTimeSTIM(TR):21.26562 	 toc: 21.23888
onsetMASK(TR):21.26484 	 toc: 21.26487
expectedTimeMASK(TR):21.29167 	 toc: 21.26491
beforeOnset(TR):21.28906 	 toc: 21.26538
onsetSTIM(TR):21.29088 	 toc: 21.29092
expectedTimeSTIM(TR):21.31771 	 toc: 21.29096
onsetMASK(TR):21.31692 	 toc: 21.31695
expectedTimeMASK(TR):21.34375 	 toc: 21.31699
beforeOnset(TR):21.34115 	 toc: 21.31745
onsetSTIM(TR):21.34296 	 toc: 21.34300
expectedTimeSTIM(TR):21.36979 	 toc: 21.34304
onsetMASK(TR):21.36900 	 toc: 21.36903
expectedTimeMASK(TR):21.39583 	 toc: 21.36907
beforeOnset(TR):21.39323 	 toc: 21.36952
onsetSTIM(TR):21.39504 	 toc: 21.39508
expectedTimeSTIM(TR):21.42187 	 toc: 21.39511
onsetMASK(TR):21.42108 	 toc: 21.42112
expectedTimeMASK(TR):21.44792 	 toc: 21.42115
beforeOnset(TR):21.44531 	 toc: 21.42161
onsetSTIM(TR):21.44712 	 toc: 21.44716
expectedTimeSTIM(TR):21.47396 	 toc: 21.44719
onsetMASK(TR):21.47317 	 toc: 21.47320
expectedTimeMASK(TR):21.50000 	 toc: 21.47323
beforeOnset(TR):21.49740 	 toc: 21.47369
onsetSTIM(TR):21.49921 	 toc: 21.49924
expectedTimeSTIM(TR):21.52604 	 toc: 21.49927
onsetMASK(TR):21.52525 	 toc: 21.52528
expectedTimeMASK(TR):21.55208 	 toc: 21.52531
beforeOnset(TR):21.54948 	 toc: 21.52576
onsetSTIM(TR):21.55129 	 toc: 21.55132
expectedTimeSTIM(TR):21.57812 	 toc: 21.55135
onsetMASK(TR):21.57733 	 toc: 21.57736
expectedTimeMASK(TR):21.60417 	 toc: 21.57739
beforeOnset(TR):21.60156 	 toc: 21.57786
onsetSTIM(TR):21.60337 	 toc: 21.60340
expectedTimeSTIM(TR):21.63021 	 toc: 21.60344
onsetMASK(TR):21.62941 	 toc: 21.62944
expectedTimeMASK(TR):21.65625 	 toc: 21.62948
beforeOnset(TR):21.65365 	 toc: 21.62994
onsetSTIM(TR):21.65545 	 toc: 21.65548
expectedTimeSTIM(TR):21.68229 	 toc: 21.65552
onsetMASK(TR):21.68149 	 toc: 21.68152
expectedTimeMASK(TR):21.70833 	 toc: 21.68156
beforeOnset(TR):21.70573 	 toc: 21.68202
onsetSTIM(TR):21.70753 	 toc: 21.70756
expectedTimeSTIM(TR):21.73437 	 toc: 21.70761
onsetMASK(TR):21.73357 	 toc: 21.73361
expectedTimeMASK(TR):21.76042 	 toc: 21.73364
beforeOnset(TR):21.75781 	 toc: 21.73412
onsetSTIM(TR):21.75961 	 toc: 21.75965
expectedTimeSTIM(TR):21.78646 	 toc: 21.75969
onsetMASK(TR):21.78565 	 toc: 21.78569
expectedTimeMASK(TR):21.81250 	 toc: 21.78572
beforeOnset(TR):21.80990 	 toc: 21.78620
onsetSTIM(TR):21.81170 	 toc: 21.81173
expectedTimeSTIM(TR):21.83854 	 toc: 21.81177
onsetMASK(TR):21.83774 	 toc: 21.83777
expectedTimeMASK(TR):21.86458 	 toc: 21.83780
beforeOnset(TR):21.86198 	 toc: 21.83828
onsetSTIM(TR):21.86378 	 toc: 21.86381
expectedTimeSTIM(TR):21.89062 	 toc: 21.86385
onsetMASK(TR):21.88982 	 toc: 21.88985
expectedTimeMASK(TR):21.91667 	 toc: 21.88988
beforeOnset(TR):21.91406 	 toc: 21.89036
onsetSTIM(TR):21.91586 	 toc: 21.91589
expectedTimeSTIM(TR):21.94271 	 toc: 21.91594
onsetMASK(TR):21.94190 	 toc: 21.94193
expectedTimeMASK(TR):21.96875 	 toc: 21.94197
beforeOnset(TR):21.96615 	 toc: 21.94244
onsetSTIM(TR):21.96794 	 toc: 21.96798
expectedTimeSTIM(TR):21.99479 	 toc: 21.96802
onsetMASK(TR):21.99398 	 toc: 21.99402
expectedTimeMASK(TR):22.02083 	 toc: 21.99405
beforeOnset(TR):22.01823 	 toc: 21.99452
onsetSTIM(TR):22.02002 	 toc: 22.02005
expectedTimeSTIM(TR):22.04687 	 toc: 22.02009
onsetMASK(TR):22.04606 	 toc: 22.04609
expectedTimeMASK(TR):22.07292 	 toc: 22.04613
beforeOnset(TR):22.07031 	 toc: 22.04660
onsetSTIM(TR):22.07210 	 toc: 22.07214
expectedTimeSTIM(TR):22.09896 	 toc: 22.07217
onsetMASK(TR):22.09814 	 toc: 22.09818
expectedTimeMASK(TR):22.12500 	 toc: 22.09822
beforeOnset(TR):22.12240 	 toc: 22.09871
onsetSTIM(TR):22.12418 	 toc: 22.12422
expectedTimeSTIM(TR):22.15104 	 toc: 22.12425
onsetMASK(TR):22.15023 	 toc: 22.15026
expectedTimeMASK(TR):22.17708 	 toc: 22.15031
beforeOnset(TR):22.17448 	 toc: 22.15078
onsetSTIM(TR):22.17627 	 toc: 22.17630
expectedTimeSTIM(TR):22.20312 	 toc: 22.17634
onsetMASK(TR):22.20231 	 toc: 22.20234
expectedTimeMASK(TR):22.22917 	 toc: 22.20239
beforeOnset(TR):22.22656 	 toc: 22.20285
onsetSTIM(TR):22.22835 	 toc: 22.22839
expectedTimeSTIM(TR):22.25521 	 toc: 22.22842
onsetMASK(TR):22.25439 	 toc: 22.25442
expectedTimeMASK(TR):22.28125 	 toc: 22.25447
beforeOnset(TR):22.27865 	 toc: 22.27552
onsetSTIM(TR):22.28043 	 toc: 22.28046
expectedTimeSTIM(TR):22.30729 	 toc: 22.28049
onsetMASK(TR):22.30647 	 toc: 22.30650
expectedTimeMASK(TR):22.33333 	 toc: 22.30654
beforeOnset(TR):22.33073 	 toc: 22.31198
onsetSTIM(TR):22.33251 	 toc: 22.33254
expectedTimeSTIM(TR):22.35937 	 toc: 22.33258
onsetMASK(TR):22.35855 	 toc: 22.35859
expectedTimeMASK(TR):22.38542 	 toc: 22.35863
beforeOnset(TR):22.38281 	 toc: 22.35910
