Stimulus Dot Flicker Block 
Adaptation Trial 1 from 12 | stimtiming: 0.250000 
expectedTime(TR):3.00000 	 toc: 0.00381
onsetMASK(TR):5.26539 	 toc: 5.26544
expectedTimeMASK(TR):5.34375 	 toc: 5.26550
beforeOnset(TR):5.34115 	 toc: 5.26598
onsetSTIM(TR):5.34351 	 toc: 5.34356
expectedTimeSTIM(TR):5.42188 	 toc: 5.34360
onsetMASK(TR):5.42164 	 toc: 5.42170
expectedTimeMASK(TR):5.50000 	 toc: 5.42174
beforeOnset(TR):5.49740 	 toc: 5.42220
onsetSTIM(TR):5.49976 	 toc: 5.49981
expectedTimeSTIM(TR):5.57812 	 toc: 5.49984
onsetMASK(TR):5.57788 	 toc: 5.57793
expectedTimeMASK(TR):5.65625 	 toc: 5.57797
beforeOnset(TR):5.65365 	 toc: 5.57843
onsetSTIM(TR):5.65600 	 toc: 5.65606
expectedTimeSTIM(TR):5.73438 	 toc: 5.65610
onsetMASK(TR):5.73412 	 toc: 5.73417
expectedTimeMASK(TR):5.81250 	 toc: 5.73422
beforeOnset(TR):5.80990 	 toc: 5.73475
onsetSTIM(TR):5.81224 	 toc: 5.81230
expectedTimeSTIM(TR):5.89062 	 toc: 5.81233
onsetMASK(TR):5.89036 	 toc: 5.89041
expectedTimeMASK(TR):5.96875 	 toc: 5.89045
beforeOnset(TR):5.96615 	 toc: 5.89095
onsetSTIM(TR):5.96849 	 toc: 5.96852
expectedTimeSTIM(TR):6.04688 	 toc: 5.96856
onsetMASK(TR):6.04661 	 toc: 6.04665
expectedTimeMASK(TR):6.12500 	 toc: 6.04670
beforeOnset(TR):6.12240 	 toc: 6.04722
onsetSTIM(TR):6.12473 	 toc: 6.12476
expectedTimeSTIM(TR):6.20312 	 toc: 6.12480
onsetMASK(TR):6.20285 	 toc: 6.20289
expectedTimeMASK(TR):6.28125 	 toc: 6.20294
beforeOnset(TR):6.27865 	 toc: 6.20347
onsetSTIM(TR):6.28097 	 toc: 6.28100
expectedTimeSTIM(TR):6.35938 	 toc: 6.28104
onsetMASK(TR):6.35909 	 toc: 6.35913
expectedTimeMASK(TR):6.43750 	 toc: 6.35918
beforeOnset(TR):6.43490 	 toc: 6.35969
onsetSTIM(TR):6.43721 	 toc: 6.43725
expectedTimeSTIM(TR):6.51562 	 toc: 6.43729
onsetMASK(TR):6.51534 	 toc: 6.51538
expectedTimeMASK(TR):6.59375 	 toc: 6.51542
beforeOnset(TR):6.59115 	 toc: 6.51590
onsetSTIM(TR):6.59346 	 toc: 6.59349
expectedTimeSTIM(TR):6.67188 	 toc: 6.59353
onsetMASK(TR):6.67158 	 toc: 6.67162
expectedTimeMASK(TR):6.75000 	 toc: 6.67166
beforeOnset(TR):6.74740 	 toc: 6.67218
onsetSTIM(TR):6.74970 	 toc: 6.74973
expectedTimeSTIM(TR):6.82812 	 toc: 6.74977
onsetMASK(TR):6.82782 	 toc: 6.82785
expectedTimeMASK(TR):6.90625 	 toc: 6.82789
beforeOnset(TR):6.90365 	 toc: 6.82836
onsetSTIM(TR):6.90594 	 toc: 6.90598
expectedTimeSTIM(TR):6.98438 	 toc: 6.90602
onsetMASK(TR):6.98406 	 toc: 6.98410
expectedTimeMASK(TR):7.06250 	 toc: 6.98414
breakDetected(TR) toc: 6.98451
lastTrialFlip(TR):7.06218 	 toc: 7.06245
expectedTime ITI(TR):11.00000 	 toc: 7.06295
button readout over : toc: 7.11157
Adaptation Trial 2 from 12 | stimtiming: 1.000000 
expectedTime(TR):11.00000 	 toc: 7.11206
beforeOnset(TR):10.99740 	 toc: 7.11333
onsetSTIM(TR):10.99950 	 toc: 10.99958
expectedTimeSTIM(TR):11.31250 	 toc: 10.99965
onsetMASK(TR):11.31199 	 toc: 11.31204
expectedTimeMASK(TR):11.62500 	 toc: 11.31211
beforeOnset(TR):11.62240 	 toc: 11.31288
onsetSTIM(TR):11.62447 	 toc: 11.62452
expectedTimeSTIM(TR):11.93750 	 toc: 11.62458
onsetMASK(TR):11.93696 	 toc: 11.93701
expectedTimeMASK(TR):12.25000 	 toc: 11.93706
beforeOnset(TR):12.24740 	 toc: 11.93760
onsetSTIM(TR):12.24944 	 toc: 12.24949
expectedTimeSTIM(TR):12.56250 	 toc: 12.24955
onsetMASK(TR):12.56193 	 toc: 12.56197
expectedTimeMASK(TR):12.87500 	 toc: 12.56203
beforeOnset(TR):12.87240 	 toc: 12.81757
onsetSTIM(TR):12.87441 	 toc: 12.87445
expectedTimeSTIM(TR):13.18750 	 toc: 12.87451
onsetMASK(TR):13.18690 	 toc: 13.18696
expectedTimeMASK(TR):13.50000 	 toc: 13.18704
beforeOnset(TR):13.49740 	 toc: 13.18771
onsetSTIM(TR):13.49939 	 toc: 13.49943
expectedTimeSTIM(TR):13.81250 	 toc: 13.49948
onsetMASK(TR):13.81187 	 toc: 13.81191
expectedTimeMASK(TR):14.12500 	 toc: 13.81197
beforeOnset(TR):14.12240 	 toc: 13.82788
onsetSTIM(TR):14.12436 	 toc: 14.12441
expectedTimeSTIM(TR):14.43750 	 toc: 14.12445
onsetMASK(TR):14.43684 	 toc: 14.43689
expectedTimeMASK(TR):14.75000 	 toc: 14.43695
beforeOnset(TR):14.74740 	 toc: 14.43751
onsetSTIM(TR):14.74933 	 toc: 14.74938
expectedTimeSTIM(TR):15.06250 	 toc: 14.74942
onsetMASK(TR):15.06181 	 toc: 15.06186
expectedTimeMASK(TR):15.37500 	 toc: 15.06191
breakDetected(TR) toc: 15.06219
lastTrialFlip(TR):15.37430 	 toc: 15.37450
expectedTime ITI(TR):19.00000 	 toc: 15.37456
button readout over : toc: 15.40670
Adaptation Trial 3 from 12 | stimtiming: 0.083333 
expectedTime(TR):19.00000 	 toc: 15.40738
beforeOnset(TR):18.99740 	 toc: 15.40892
onsetSTIM(TR):18.99913 	 toc: 18.99919
expectedTimeSTIM(TR):19.02604 	 toc: 18.99925
onsetMASK(TR):19.02517 	 toc: 19.02520
expectedTimeMASK(TR):19.05208 	 toc: 19.02524
beforeOnset(TR):19.04948 	 toc: 19.02595
onsetSTIM(TR):19.05121 	 toc: 19.05124
expectedTimeSTIM(TR):19.07812 	 toc: 19.05129
onsetMASK(TR):19.07725 	 toc: 19.07728
expectedTimeMASK(TR):19.10417 	 toc: 19.07733
beforeOnset(TR):19.10156 	 toc: 19.07786
onsetSTIM(TR):19.10329 	 toc: 19.10332
expectedTimeSTIM(TR):19.13021 	 toc: 19.10337
onsetMASK(TR):19.12933 	 toc: 19.12936
expectedTimeMASK(TR):19.15625 	 toc: 19.12941
beforeOnset(TR):19.15365 	 toc: 19.12994
onsetSTIM(TR):19.15537 	 toc: 19.15542
expectedTimeSTIM(TR):19.18229 	 toc: 19.15546
onsetMASK(TR):19.18141 	 toc: 19.18145
expectedTimeMASK(TR):19.20833 	 toc: 19.18150
beforeOnset(TR):19.20573 	 toc: 19.18201
onsetSTIM(TR):19.20745 	 toc: 19.20749
expectedTimeSTIM(TR):19.23438 	 toc: 19.20754
onsetMASK(TR):19.23349 	 toc: 19.23354
expectedTimeMASK(TR):19.26042 	 toc: 19.23358
beforeOnset(TR):19.25781 	 toc: 19.23408
onsetSTIM(TR):19.25953 	 toc: 19.25957
expectedTimeSTIM(TR):19.28646 	 toc: 19.25961
onsetMASK(TR):19.28558 	 toc: 19.28561
expectedTimeMASK(TR):19.31250 	 toc: 19.28565
beforeOnset(TR):19.30990 	 toc: 19.28618
onsetSTIM(TR):19.31162 	 toc: 19.31165
expectedTimeSTIM(TR):19.33854 	 toc: 19.31170
onsetMASK(TR):19.33766 	 toc: 19.33769
expectedTimeMASK(TR):19.36458 	 toc: 19.33773
beforeOnset(TR):19.36198 	 toc: 19.33820
onsetSTIM(TR):19.36370 	 toc: 19.36374
expectedTimeSTIM(TR):19.39063 	 toc: 19.36377
onsetMASK(TR):19.38974 	 toc: 19.38978
expectedTimeMASK(TR):19.41667 	 toc: 19.38982
beforeOnset(TR):19.41406 	 toc: 19.39032
onsetSTIM(TR):19.41578 	 toc: 19.41582
expectedTimeSTIM(TR):19.44271 	 toc: 19.41586
onsetMASK(TR):19.44182 	 toc: 19.44186
expectedTimeMASK(TR):19.46875 	 toc: 19.44190
beforeOnset(TR):19.46615 	 toc: 19.44239
onsetSTIM(TR):19.46786 	 toc: 19.46789
expectedTimeSTIM(TR):19.49479 	 toc: 19.46794
onsetMASK(TR):19.49390 	 toc: 19.49393
expectedTimeMASK(TR):19.52083 	 toc: 19.49398
beforeOnset(TR):19.51823 	 toc: 19.49447
onsetSTIM(TR):19.51994 	 toc: 19.51997
expectedTimeSTIM(TR):19.54688 	 toc: 19.52002
onsetMASK(TR):19.54598 	 toc: 19.54601
expectedTimeMASK(TR):19.57292 	 toc: 19.54607
beforeOnset(TR):19.57031 	 toc: 19.54656
onsetSTIM(TR):19.57202 	 toc: 19.57205
expectedTimeSTIM(TR):19.59896 	 toc: 19.57211
onsetMASK(TR):19.59806 	 toc: 19.59809
expectedTimeMASK(TR):19.62500 	 toc: 19.59815
beforeOnset(TR):19.62240 	 toc: 19.59865
onsetSTIM(TR):19.62410 	 toc: 19.62413
expectedTimeSTIM(TR):19.65104 	 toc: 19.62420
onsetMASK(TR):19.65014 	 toc: 19.65017
expectedTimeMASK(TR):19.67708 	 toc: 19.65023
beforeOnset(TR):19.67448 	 toc: 19.65069
onsetSTIM(TR):19.67618 	 toc: 19.67622
expectedTimeSTIM(TR):19.70313 	 toc: 19.67628
onsetMASK(TR):19.70222 	 toc: 19.70226
expectedTimeMASK(TR):19.72917 	 toc: 19.70232
beforeOnset(TR):19.72656 	 toc: 19.70280
onsetSTIM(TR):19.72826 	 toc: 19.72831
expectedTimeSTIM(TR):19.75521 	 toc: 19.72837
onsetMASK(TR):19.75430 	 toc: 19.75435
expectedTimeMASK(TR):19.78125 	 toc: 19.75440
beforeOnset(TR):19.77865 	 toc: 19.75490
onsetSTIM(TR):19.78034 	 toc: 19.78039
expectedTimeSTIM(TR):19.80729 	 toc: 19.78044
onsetMASK(TR):19.80638 	 toc: 19.80643
expectedTimeMASK(TR):19.83333 	 toc: 19.80648
beforeOnset(TR):19.83073 	 toc: 19.80696
onsetSTIM(TR):19.83242 	 toc: 19.83247
expectedTimeSTIM(TR):19.85938 	 toc: 19.83251
onsetMASK(TR):19.85846 	 toc: 19.85851
expectedTimeMASK(TR):19.88542 	 toc: 19.85856
beforeOnset(TR):19.88281 	 toc: 19.85904
onsetSTIM(TR):19.88450 	 toc: 19.88455
expectedTimeSTIM(TR):19.91146 	 toc: 19.88458
onsetMASK(TR):19.91055 	 toc: 19.91059
expectedTimeMASK(TR):19.93750 	 toc: 19.91063
beforeOnset(TR):19.93490 	 toc: 19.91111
onsetSTIM(TR):19.93659 	 toc: 19.93664
expectedTimeSTIM(TR):19.96354 	 toc: 19.93668
onsetMASK(TR):19.96263 	 toc: 19.96266
expectedTimeMASK(TR):19.98958 	 toc: 19.96271
beforeOnset(TR):19.98698 	 toc: 19.96315
onsetSTIM(TR):19.98867 	 toc: 19.98871
expectedTimeSTIM(TR):20.01563 	 toc: 19.98875
onsetMASK(TR):20.01471 	 toc: 20.01475
expectedTimeMASK(TR):20.04167 	 toc: 20.01479
beforeOnset(TR):20.03906 	 toc: 20.01524
onsetSTIM(TR):20.04075 	 toc: 20.04078
expectedTimeSTIM(TR):20.06771 	 toc: 20.04083
onsetMASK(TR):20.06679 	 toc: 20.06683
expectedTimeMASK(TR):20.09375 	 toc: 20.06687
beforeOnset(TR):20.09115 	 toc: 20.06735
onsetSTIM(TR):20.09283 	 toc: 20.09286
expectedTimeSTIM(TR):20.11979 	 toc: 20.09292
onsetMASK(TR):20.11887 	 toc: 20.11890
expectedTimeMASK(TR):20.14583 	 toc: 20.11895
beforeOnset(TR):20.14323 	 toc: 20.11943
onsetSTIM(TR):20.14491 	 toc: 20.14494
expectedTimeSTIM(TR):20.17188 	 toc: 20.14500
onsetMASK(TR):20.17095 	 toc: 20.17098
expectedTimeMASK(TR):20.19792 	 toc: 20.17103
beforeOnset(TR):20.19531 	 toc: 20.17152
onsetSTIM(TR):20.19699 	 toc: 20.19702
expectedTimeSTIM(TR):20.22396 	 toc: 20.19707
onsetMASK(TR):20.22303 	 toc: 20.22307
expectedTimeMASK(TR):20.25000 	 toc: 20.22311
beforeOnset(TR):20.24740 	 toc: 20.22357
onsetSTIM(TR):20.24907 	 toc: 20.24912
expectedTimeSTIM(TR):20.27604 	 toc: 20.24916
onsetMASK(TR):20.27511 	 toc: 20.27516
expectedTimeMASK(TR):20.30208 	 toc: 20.27520
beforeOnset(TR):20.29948 	 toc: 20.27568
onsetSTIM(TR):20.30115 	 toc: 20.30120
expectedTimeSTIM(TR):20.32813 	 toc: 20.30124
onsetMASK(TR):20.32719 	 toc: 20.32723
expectedTimeMASK(TR):20.35417 	 toc: 20.32727
beforeOnset(TR):20.35156 	 toc: 20.32777
onsetSTIM(TR):20.35323 	 toc: 20.35328
expectedTimeSTIM(TR):20.38021 	 toc: 20.35331
onsetMASK(TR):20.37927 	 toc: 20.37931
expectedTimeMASK(TR):20.40625 	 toc: 20.37935
beforeOnset(TR):20.40365 	 toc: 20.37984
onsetSTIM(TR):20.40531 	 toc: 20.40536
expectedTimeSTIM(TR):20.43229 	 toc: 20.40539
onsetMASK(TR):20.43136 	 toc: 20.43139
expectedTimeMASK(TR):20.45833 	 toc: 20.43143
beforeOnset(TR):20.45573 	 toc: 20.43192
onsetSTIM(TR):20.45740 	 toc: 20.45743
expectedTimeSTIM(TR):20.48437 	 toc: 20.45746
onsetMASK(TR):20.48344 	 toc: 20.48347
expectedTimeMASK(TR):20.51042 	 toc: 20.48352
beforeOnset(TR):20.50781 	 toc: 20.48400
onsetSTIM(TR):20.50948 	 toc: 20.50951
expectedTimeSTIM(TR):20.53646 	 toc: 20.50954
onsetMASK(TR):20.53552 	 toc: 20.53556
expectedTimeMASK(TR):20.56250 	 toc: 20.53560
beforeOnset(TR):20.55990 	 toc: 20.53609
onsetSTIM(TR):20.56156 	 toc: 20.56159
expectedTimeSTIM(TR):20.58854 	 toc: 20.56163
onsetMASK(TR):20.58760 	 toc: 20.58764
expectedTimeMASK(TR):20.61458 	 toc: 20.70835
beforeOnset(TR):20.61198 	 toc: 20.70888
onsetSTIM(TR):20.71259 	 toc: 20.71262
expectedTimeSTIM(TR):20.64062 	 toc: 20.71265
onsetMASK(TR):20.71780 	 toc: 20.71783
expectedTimeMASK(TR):20.66667 	 toc: 20.71786
beforeOnset(TR):20.66406 	 toc: 20.71829
onsetSTIM(TR):20.72301 	 toc: 20.72303
expectedTimeSTIM(TR):20.69271 	 toc: 20.72306
onsetMASK(TR):20.72821 	 toc: 20.72823
expectedTimeMASK(TR):20.71875 	 toc: 20.72827
beforeOnset(TR):20.71615 	 toc: 20.72862
onsetSTIM(TR):20.73342 	 toc: 20.73344
expectedTimeSTIM(TR):20.74479 	 toc: 20.73346
onsetMASK(TR):20.74383 	 toc: 20.74386
expectedTimeMASK(TR):20.77083 	 toc: 20.74388
beforeOnset(TR):20.76823 	 toc: 20.74424
onsetSTIM(TR):20.76988 	 toc: 20.76991
expectedTimeSTIM(TR):20.79687 	 toc: 20.76995
onsetMASK(TR):20.79592 	 toc: 20.79595
expectedTimeMASK(TR):20.82292 	 toc: 20.79599
beforeOnset(TR):20.82031 	 toc: 20.79647
onsetSTIM(TR):20.82196 	 toc: 20.82200
expectedTimeSTIM(TR):20.84896 	 toc: 20.82203
onsetMASK(TR):20.84800 	 toc: 20.84803
expectedTimeMASK(TR):20.87500 	 toc: 20.84807
beforeOnset(TR):20.87240 	 toc: 20.84855
onsetSTIM(TR):20.87404 	 toc: 20.87408
expectedTimeSTIM(TR):20.90104 	 toc: 20.87411
onsetMASK(TR):20.90008 	 toc: 20.90012
expectedTimeMASK(TR):20.92708 	 toc: 20.90015
beforeOnset(TR):20.92448 	 toc: 20.90060
onsetSTIM(TR):20.92612 	 toc: 20.92616
expectedTimeSTIM(TR):20.95312 	 toc: 20.92620
onsetMASK(TR):20.95216 	 toc: 20.95220
expectedTimeMASK(TR):20.97917 	 toc: 20.95223
beforeOnset(TR):20.97656 	 toc: 20.95271
onsetSTIM(TR):20.97820 	 toc: 20.97824
expectedTimeSTIM(TR):21.00521 	 toc: 20.97828
onsetMASK(TR):21.00425 	 toc: 21.00428
expectedTimeMASK(TR):21.03125 	 toc: 21.00431
beforeOnset(TR):21.02865 	 toc: 21.00478
onsetSTIM(TR):21.03029 	 toc: 21.03032
expectedTimeSTIM(TR):21.05729 	 toc: 21.03037
onsetMASK(TR):21.05633 	 toc: 21.05636
expectedTimeMASK(TR):21.08333 	 toc: 21.05640
beforeOnset(TR):21.08073 	 toc: 21.05686
onsetSTIM(TR):21.08237 	 toc: 21.08240
expectedTimeSTIM(TR):21.10937 	 toc: 21.08245
onsetMASK(TR):21.10841 	 toc: 21.10844
expectedTimeMASK(TR):21.13542 	 toc: 21.10847
beforeOnset(TR):21.13281 	 toc: 21.10894
onsetSTIM(TR):21.13445 	 toc: 21.13448
expectedTimeSTIM(TR):21.16146 	 toc: 21.13453
onsetMASK(TR):21.16049 	 toc: 21.16052
expectedTimeMASK(TR):21.18750 	 toc: 21.16056
beforeOnset(TR):21.18490 	 toc: 21.16102
onsetSTIM(TR):21.18653 	 toc: 21.18657
expectedTimeSTIM(TR):21.21354 	 toc: 21.18661
onsetMASK(TR):21.21257 	 toc: 21.21260
expectedTimeMASK(TR):21.23958 	 toc: 21.21264
beforeOnset(TR):21.23698 	 toc: 21.21313
onsetSTIM(TR):21.23861 	 toc: 21.23865
expectedTimeSTIM(TR):21.26562 	 toc: 21.23869
onsetMASK(TR):21.26465 	 toc: 21.26469
expectedTimeMASK(TR):21.29167 	 toc: 21.26474
beforeOnset(TR):21.28906 	 toc: 21.26527
onsetSTIM(TR):21.29069 	 toc: 21.29074
expectedTimeSTIM(TR):21.31771 	 toc: 21.29077
onsetMASK(TR):21.31673 	 toc: 21.31677
expectedTimeMASK(TR):21.34375 	 toc: 21.31680
beforeOnset(TR):21.34115 	 toc: 21.31728
onsetSTIM(TR):21.34277 	 toc: 21.34281
expectedTimeSTIM(TR):21.36979 	 toc: 21.34285
onsetMASK(TR):21.36881 	 toc: 21.36884
expectedTimeMASK(TR):21.39583 	 toc: 21.36888
beforeOnset(TR):21.39323 	 toc: 21.36935
onsetSTIM(TR):21.39485 	 toc: 21.39488
expectedTimeSTIM(TR):21.42187 	 toc: 21.39492
onsetMASK(TR):21.42089 	 toc: 21.42092
expectedTimeMASK(TR):21.44792 	 toc: 21.42096
beforeOnset(TR):21.44531 	 toc: 21.42144
onsetSTIM(TR):21.44693 	 toc: 21.44697
expectedTimeSTIM(TR):21.47396 	 toc: 21.44700
onsetMASK(TR):21.47297 	 toc: 21.47301
expectedTimeMASK(TR):21.50000 	 toc: 21.47304
beforeOnset(TR):21.49740 	 toc: 21.47351
onsetSTIM(TR):21.49901 	 toc: 21.49905
expectedTimeSTIM(TR):21.52604 	 toc: 21.49908
onsetMASK(TR):21.52505 	 toc: 21.52508
expectedTimeMASK(TR):21.55208 	 toc: 21.52512
beforeOnset(TR):21.54948 	 toc: 21.52556
onsetSTIM(TR):21.55109 	 toc: 21.55113
expectedTimeSTIM(TR):21.57812 	 toc: 21.55116
onsetMASK(TR):21.57714 	 toc: 21.57717
expectedTimeMASK(TR):21.60417 	 toc: 21.57720
beforeOnset(TR):21.60156 	 toc: 21.57766
onsetSTIM(TR):21.60318 	 toc: 21.60321
expectedTimeSTIM(TR):21.63021 	 toc: 21.60324
onsetMASK(TR):21.62923 	 toc: 21.62928
expectedTimeMASK(TR):21.65625 	 toc: 21.62934
beforeOnset(TR):21.65365 	 toc: 21.63001
onsetSTIM(TR):21.65526 	 toc: 21.65530
expectedTimeSTIM(TR):21.68229 	 toc: 21.65534
onsetMASK(TR):21.68130 	 toc: 21.68133
expectedTimeMASK(TR):21.70833 	 toc: 21.68137
beforeOnset(TR):21.70573 	 toc: 21.68186
onsetSTIM(TR):21.70734 	 toc: 21.70737
expectedTimeSTIM(TR):21.73437 	 toc: 21.70742
onsetMASK(TR):21.73338 	 toc: 21.73341
expectedTimeMASK(TR):21.76042 	 toc: 21.73345
beforeOnset(TR):21.75781 	 toc: 21.73394
onsetSTIM(TR):21.75942 	 toc: 21.75945
expectedTimeSTIM(TR):21.78646 	 toc: 21.75950
onsetMASK(TR):21.78546 	 toc: 21.78549
expectedTimeMASK(TR):21.81250 	 toc: 21.78552
beforeOnset(TR):21.80990 	 toc: 21.78594
onsetSTIM(TR):21.81150 	 toc: 21.81153
expectedTimeSTIM(TR):21.83854 	 toc: 21.81158
onsetMASK(TR):21.83754 	 toc: 21.83757
expectedTimeMASK(TR):21.86458 	 toc: 21.83761
beforeOnset(TR):21.86198 	 toc: 21.83808
onsetSTIM(TR):21.86358 	 toc: 21.86361
expectedTimeSTIM(TR):21.89062 	 toc: 21.86366
onsetMASK(TR):21.88962 	 toc: 21.88965
expectedTimeMASK(TR):21.91667 	 toc: 21.88969
beforeOnset(TR):21.91406 	 toc: 21.89018
onsetSTIM(TR):21.91566 	 toc: 21.91569
expectedTimeSTIM(TR):21.94271 	 toc: 21.91574
onsetMASK(TR):21.94170 	 toc: 21.94173
expectedTimeMASK(TR):21.96875 	 toc: 21.94177
beforeOnset(TR):21.96615 	 toc: 21.94225
onsetSTIM(TR):21.96774 	 toc: 21.96779
expectedTimeSTIM(TR):21.99479 	 toc: 21.96782
onsetMASK(TR):21.99378 	 toc: 21.99381
expectedTimeMASK(TR):22.02083 	 toc: 21.99385
beforeOnset(TR):22.01823 	 toc: 21.99434
onsetSTIM(TR):22.01982 	 toc: 22.01986
expectedTimeSTIM(TR):22.04687 	 toc: 22.01989
onsetMASK(TR):22.04586 	 toc: 22.04590
expectedTimeMASK(TR):22.07292 	 toc: 22.04593
beforeOnset(TR):22.07031 	 toc: 22.04642
onsetSTIM(TR):22.07190 	 toc: 22.07194
expectedTimeSTIM(TR):22.09896 	 toc: 22.07197
onsetMASK(TR):22.09794 	 toc: 22.09798
expectedTimeMASK(TR):22.12500 	 toc: 22.09801
beforeOnset(TR):22.12240 	 toc: 22.09847
onsetSTIM(TR):22.12398 	 toc: 22.12402
expectedTimeSTIM(TR):22.15104 	 toc: 22.12405
onsetMASK(TR):22.15003 	 toc: 22.15006
expectedTimeMASK(TR):22.17708 	 toc: 22.15010
beforeOnset(TR):22.17448 	 toc: 22.15057
onsetSTIM(TR):22.17607 	 toc: 22.17610
expectedTimeSTIM(TR):22.20312 	 toc: 22.17613
onsetMASK(TR):22.20211 	 toc: 22.20214
expectedTimeMASK(TR):22.22917 	 toc: 22.20218
beforeOnset(TR):22.22656 	 toc: 22.20266
onsetSTIM(TR):22.22815 	 toc: 22.22818
expectedTimeSTIM(TR):22.25521 	 toc: 22.22821
onsetMASK(TR):22.25419 	 toc: 22.25422
expectedTimeMASK(TR):22.28125 	 toc: 22.25426
beforeOnset(TR):22.27865 	 toc: 22.27532
onsetSTIM(TR):22.28023 	 toc: 22.28026
expectedTimeSTIM(TR):22.30729 	 toc: 22.28029
onsetMASK(TR):22.30627 	 toc: 22.30630
expectedTimeMASK(TR):22.33333 	 toc: 22.30635
beforeOnset(TR):22.33073 	 toc: 22.31184
onsetSTIM(TR):22.33231 	 toc: 22.33234
expectedTimeSTIM(TR):22.35937 	 toc: 22.33238
onsetMASK(TR):22.35835 	 toc: 22.35838
expectedTimeMASK(TR):22.38542 	 toc: 22.35843
beforeOnset(TR):22.38281 	 toc: 22.35890
