Stimulus Dot Flicker Block 
Adaptation Trial 1 from 12 | stimtiming: 1.000000 
expectedTime(TR):3.00000 	 toc: 0.00046
expectedTimeMASK(TR):11.88542 	 toc: 11.85891
beforeOnset(TR):11.88281 	 toc: 11.85932
onsetSTIM(TR):11.88488 	 toc: 11.88491
expectedTimeSTIM(TR):11.91146 	 toc: 11.88494
onsetMASK(TR):11.91092 	 toc: 11.91095
expectedTimeMASK(TR):11.93750 	 toc: 11.91098
beforeOnset(TR):11.93490 	 toc: 11.91141
onsetSTIM(TR):11.93696 	 toc: 11.93701
expectedTimeSTIM(TR):11.96354 	 toc: 11.93705
onsetMASK(TR):11.96300 	 toc: 11.96303
expectedTimeMASK(TR):11.98958 	 toc: 11.96306
beforeOnset(TR):11.98698 	 toc: 11.96348
onsetSTIM(TR):11.98904 	 toc: 11.98907
expectedTimeSTIM(TR):12.01563 	 toc: 11.98911
onsetMASK(TR):12.01508 	 toc: 12.01511
expectedTimeMASK(TR):12.04167 	 toc: 12.01515
beforeOnset(TR):12.03906 	 toc: 12.01557
onsetSTIM(TR):12.04112 	 toc: 12.04115
expectedTimeSTIM(TR):12.06771 	 toc: 12.04119
onsetMASK(TR):12.06716 	 toc: 12.06719
expectedTimeMASK(TR):12.09375 	 toc: 12.06723
beforeOnset(TR):12.09115 	 toc: 12.06765
onsetSTIM(TR):12.09320 	 toc: 12.09323
expectedTimeSTIM(TR):12.11979 	 toc: 12.09327
onsetMASK(TR):12.11924 	 toc: 12.11927
expectedTimeMASK(TR):12.14583 	 toc: 12.11931
beforeOnset(TR):12.14323 	 toc: 12.11972
onsetSTIM(TR):12.14528 	 toc: 12.14531
expectedTimeSTIM(TR):12.17188 	 toc: 12.14535
onsetMASK(TR):12.17132 	 toc: 12.17135
expectedTimeMASK(TR):12.19792 	 toc: 12.17139
beforeOnset(TR):12.19531 	 toc: 12.17181
onsetSTIM(TR):12.19736 	 toc: 12.19740
expectedTimeSTIM(TR):12.22396 	 toc: 12.19743
onsetMASK(TR):12.22340 	 toc: 12.22343
expectedTimeMASK(TR):12.25000 	 toc: 12.22347
beforeOnset(TR):12.24740 	 toc: 12.22389
onsetSTIM(TR):12.24944 	 toc: 12.24948
expectedTimeSTIM(TR):12.27604 	 toc: 12.24951
onsetMASK(TR):12.27548 	 toc: 12.27552
expectedTimeMASK(TR):12.30208 	 toc: 12.27555
beforeOnset(TR):12.29948 	 toc: 12.27597
onsetSTIM(TR):12.30152 	 toc: 12.30156
expectedTimeSTIM(TR):12.32813 	 toc: 12.30159
onsetMASK(TR):12.32756 	 toc: 12.32760
expectedTimeMASK(TR):12.35417 	 toc: 12.32764
beforeOnset(TR):12.35156 	 toc: 12.32806
onsetSTIM(TR):12.35361 	 toc: 12.35364
expectedTimeSTIM(TR):12.38021 	 toc: 12.35367
onsetMASK(TR):12.37965 	 toc: 12.37968
expectedTimeMASK(TR):12.40625 	 toc: 12.37971
beforeOnset(TR):12.40365 	 toc: 12.38011
onsetSTIM(TR):12.40569 	 toc: 12.40572
expectedTimeSTIM(TR):12.43229 	 toc: 12.40576
onsetMASK(TR):12.43173 	 toc: 12.43176
expectedTimeMASK(TR):12.45833 	 toc: 12.43179
beforeOnset(TR):12.45573 	 toc: 12.43219
onsetSTIM(TR):12.45777 	 toc: 12.45780
expectedTimeSTIM(TR):12.48438 	 toc: 12.45783
onsetMASK(TR):12.48381 	 toc: 12.48384
expectedTimeMASK(TR):12.51042 	 toc: 12.48388
beforeOnset(TR):12.50781 	 toc: 12.48430
onsetSTIM(TR):12.50985 	 toc: 12.50988
expectedTimeSTIM(TR):12.53646 	 toc: 12.50992
onsetMASK(TR):12.53589 	 toc: 12.53592
expectedTimeMASK(TR):12.56250 	 toc: 12.53596
beforeOnset(TR):12.55990 	 toc: 12.53638
onsetSTIM(TR):12.56193 	 toc: 12.56196
expectedTimeSTIM(TR):12.58854 	 toc: 12.56200
onsetMASK(TR):12.58797 	 toc: 12.58800
expectedTimeMASK(TR):12.61458 	 toc: 12.58804
beforeOnset(TR):12.61198 	 toc: 12.58846
onsetSTIM(TR):12.61401 	 toc: 12.61404
expectedTimeSTIM(TR):12.64063 	 toc: 12.61408
onsetMASK(TR):12.64005 	 toc: 12.64008
expectedTimeMASK(TR):12.66667 	 toc: 12.64012
beforeOnset(TR):12.66406 	 toc: 12.64054
onsetSTIM(TR):12.66609 	 toc: 12.66612
expectedTimeSTIM(TR):12.69271 	 toc: 12.66616
onsetMASK(TR):12.69213 	 toc: 12.69216
expectedTimeMASK(TR):12.71875 	 toc: 12.69220
beforeOnset(TR):12.71615 	 toc: 12.69262
onsetSTIM(TR):12.71817 	 toc: 12.71820
expectedTimeSTIM(TR):12.74479 	 toc: 12.71824
onsetMASK(TR):12.74421 	 toc: 12.74424
expectedTimeMASK(TR):12.77083 	 toc: 12.74428
beforeOnset(TR):12.76823 	 toc: 12.74470
onsetSTIM(TR):12.77025 	 toc: 12.77028
expectedTimeSTIM(TR):12.79688 	 toc: 12.77032
onsetMASK(TR):12.79629 	 toc: 12.79633
expectedTimeMASK(TR):12.82292 	 toc: 12.79636
beforeOnset(TR):12.82031 	 toc: 12.79679
onsetSTIM(TR):12.82233 	 toc: 12.82236
expectedTimeSTIM(TR):12.84896 	 toc: 12.82240
onsetMASK(TR):12.84837 	 toc: 12.84841
expectedTimeMASK(TR):12.87500 	 toc: 12.84844
beforeOnset(TR):12.87240 	 toc: 12.84886
onsetSTIM(TR):12.87441 	 toc: 12.87445
expectedTimeSTIM(TR):12.90104 	 toc: 12.87448
onsetMASK(TR):12.90045 	 toc: 12.90049
expectedTimeMASK(TR):12.92708 	 toc: 12.90052
beforeOnset(TR):12.92448 	 toc: 12.90094
onsetSTIM(TR):12.92650 	 toc: 12.92653
expectedTimeSTIM(TR):12.95313 	 toc: 12.92656
onsetMASK(TR):12.95254 	 toc: 12.95257
expectedTimeMASK(TR):12.97917 	 toc: 12.95260
beforeOnset(TR):12.97656 	 toc: 12.95303
onsetSTIM(TR):12.97858 	 toc: 12.97861
expectedTimeSTIM(TR):13.00521 	 toc: 12.97864
onsetMASK(TR):13.00462 	 toc: 13.00465
expectedTimeMASK(TR):13.03125 	 toc: 13.00468
beforeOnset(TR):13.02865 	 toc: 13.00510
onsetSTIM(TR):13.03066 	 toc: 13.03069
expectedTimeSTIM(TR):13.05729 	 toc: 13.03072
onsetMASK(TR):13.05670 	 toc: 13.05673
expectedTimeMASK(TR):13.08333 	 toc: 13.05676
beforeOnset(TR):13.08073 	 toc: 13.05718
onsetSTIM(TR):13.08274 	 toc: 13.08277
expectedTimeSTIM(TR):13.10938 	 toc: 13.08280
onsetMASK(TR):13.10878 	 toc: 13.10881
expectedTimeMASK(TR):13.13542 	 toc: 13.10884
beforeOnset(TR):13.13281 	 toc: 13.10927
onsetSTIM(TR):13.13482 	 toc: 13.13485
expectedTimeSTIM(TR):13.16146 	 toc: 13.13489
onsetMASK(TR):13.16086 	 toc: 13.16089
expectedTimeMASK(TR):13.18750 	 toc: 13.16093
beforeOnset(TR):13.18490 	 toc: 13.16134
onsetSTIM(TR):13.18690 	 toc: 13.18693
expectedTimeSTIM(TR):13.21354 	 toc: 13.18696
onsetMASK(TR):13.21294 	 toc: 13.21297
expectedTimeMASK(TR):13.23958 	 toc: 13.21301
beforeOnset(TR):13.23698 	 toc: 13.21342
onsetSTIM(TR):13.23898 	 toc: 13.23901
expectedTimeSTIM(TR):13.26563 	 toc: 13.23904
onsetMASK(TR):13.26502 	 toc: 13.26505
expectedTimeMASK(TR):13.29167 	 toc: 13.26509
beforeOnset(TR):13.28906 	 toc: 13.26550
onsetSTIM(TR):13.29106 	 toc: 13.29110
expectedTimeSTIM(TR):13.31771 	 toc: 13.29113
onsetMASK(TR):13.31710 	 toc: 13.31713
expectedTimeMASK(TR):13.34375 	 toc: 13.31717
beforeOnset(TR):13.34115 	 toc: 13.31759
onsetSTIM(TR):13.34314 	 toc: 13.34317
expectedTimeSTIM(TR):13.36979 	 toc: 13.34321
onsetMASK(TR):13.36918 	 toc: 13.36922
expectedTimeMASK(TR):13.39583 	 toc: 13.36925
beforeOnset(TR):13.39323 	 toc: 13.36967
onsetSTIM(TR):13.39522 	 toc: 13.39526
expectedTimeSTIM(TR):13.42188 	 toc: 13.39529
onsetMASK(TR):13.42126 	 toc: 13.42130
expectedTimeMASK(TR):13.44792 	 toc: 13.42133
beforeOnset(TR):13.44531 	 toc: 13.42175
onsetSTIM(TR):13.44730 	 toc: 13.44734
expectedTimeSTIM(TR):13.47396 	 toc: 13.44737
onsetMASK(TR):13.47334 	 toc: 13.47338
expectedTimeMASK(TR):13.50000 	 toc: 13.47341
beforeOnset(TR):13.49740 	 toc: 13.47383
onsetSTIM(TR):13.49939 	 toc: 13.49942
expectedTimeSTIM(TR):13.52604 	 toc: 13.49945
onsetMASK(TR):13.52543 	 toc: 13.52546
expectedTimeMASK(TR):13.55208 	 toc: 13.52550
beforeOnset(TR):13.54948 	 toc: 13.52591
onsetSTIM(TR):13.55147 	 toc: 13.55150
expectedTimeSTIM(TR):13.57813 	 toc: 13.55153
onsetMASK(TR):13.57751 	 toc: 13.57754
expectedTimeMASK(TR):13.60417 	 toc: 13.57757
beforeOnset(TR):13.60156 	 toc: 13.57800
onsetSTIM(TR):13.60355 	 toc: 13.60358
expectedTimeSTIM(TR):13.63021 	 toc: 13.60362
onsetMASK(TR):13.62959 	 toc: 13.62962
expectedTimeMASK(TR):13.65625 	 toc: 13.62965
beforeOnset(TR):13.65365 	 toc: 13.63005
onsetSTIM(TR):13.65563 	 toc: 13.65566
expectedTimeSTIM(TR):13.68229 	 toc: 13.65569
onsetMASK(TR):13.68167 	 toc: 13.68170
expectedTimeMASK(TR):13.70833 	 toc: 13.68174
beforeOnset(TR):13.70573 	 toc: 13.68216
onsetSTIM(TR):13.70771 	 toc: 13.70774
expectedTimeSTIM(TR):13.73438 	 toc: 13.70778
onsetMASK(TR):13.73375 	 toc: 13.73380
expectedTimeMASK(TR):13.76042 	 toc: 13.73385
beforeOnset(TR):13.75781 	 toc: 13.73432
onsetSTIM(TR):13.75979 	 toc: 13.75983
expectedTimeSTIM(TR):13.78646 	 toc: 13.75986
onsetMASK(TR):13.78583 	 toc: 13.78586
expectedTimeMASK(TR):13.81250 	 toc: 13.78590
beforeOnset(TR):13.80990 	 toc: 13.78632
onsetSTIM(TR):13.81187 	 toc: 13.81190
expectedTimeSTIM(TR):13.83854 	 toc: 13.81194
onsetMASK(TR):13.83791 	 toc: 13.83795
expectedTimeMASK(TR):13.86458 	 toc: 13.83798
beforeOnset(TR):13.86198 	 toc: 13.83840
onsetSTIM(TR):13.86395 	 toc: 13.86398
expectedTimeSTIM(TR):13.89063 	 toc: 13.86402
onsetMASK(TR):13.88999 	 toc: 13.89002
expectedTimeMASK(TR):13.91667 	 toc: 13.89006
beforeOnset(TR):13.91406 	 toc: 13.89048
onsetSTIM(TR):13.91603 	 toc: 13.91607
expectedTimeSTIM(TR):13.94271 	 toc: 13.91610
onsetMASK(TR):13.94207 	 toc: 13.94211
expectedTimeMASK(TR):13.96875 	 toc: 13.94214
beforeOnset(TR):13.96615 	 toc: 13.94256
onsetSTIM(TR):13.96811 	 toc: 13.96815
expectedTimeSTIM(TR):13.99479 	 toc: 13.96818
onsetMASK(TR):13.99415 	 toc: 13.99419
expectedTimeMASK(TR):14.02083 	 toc: 13.99423
beforeOnset(TR):14.01823 	 toc: 13.99470
onsetSTIM(TR):14.02019 	 toc: 14.02023
expectedTimeSTIM(TR):14.04688 	 toc: 14.02026
onsetMASK(TR):14.04623 	 toc: 14.04627
expectedTimeMASK(TR):14.07292 	 toc: 14.04630
beforeOnset(TR):14.07031 	 toc: 14.04672
onsetSTIM(TR):14.07228 	 toc: 14.07231
expectedTimeSTIM(TR):14.09896 	 toc: 14.07235
onsetMASK(TR):14.09832 	 toc: 14.09835
expectedTimeMASK(TR):14.12500 	 toc: 14.09838
beforeOnset(TR):14.12240 	 toc: 14.09880
onsetSTIM(TR):14.12436 	 toc: 14.12439
expectedTimeSTIM(TR):14.15104 	 toc: 14.12442
onsetMASK(TR):14.15040 	 toc: 14.15043
expectedTimeMASK(TR):14.17708 	 toc: 14.15047
beforeOnset(TR):14.17448 	 toc: 14.15089
onsetSTIM(TR):14.17644 	 toc: 14.17647
expectedTimeSTIM(TR):14.20313 	 toc: 14.17650
onsetMASK(TR):14.20248 	 toc: 14.20251
expectedTimeMASK(TR):14.22917 	 toc: 14.20254
beforeOnset(TR):14.22656 	 toc: 14.20297
onsetSTIM(TR):14.22852 	 toc: 14.22855
expectedTimeSTIM(TR):14.25521 	 toc: 14.22859
onsetMASK(TR):14.25456 	 toc: 14.25459
expectedTimeMASK(TR):14.28125 	 toc: 14.25462
beforeOnset(TR):14.27865 	 toc: 14.25504
onsetSTIM(TR):14.28060 	 toc: 14.28063
expectedTimeSTIM(TR):14.30729 	 toc: 14.28066
onsetMASK(TR):14.30664 	 toc: 14.30667
expectedTimeMASK(TR):14.33333 	 toc: 14.30671
beforeOnset(TR):14.33073 	 toc: 14.30713
onsetSTIM(TR):14.33268 	 toc: 14.33271
expectedTimeSTIM(TR):14.35938 	 toc: 14.33275
onsetMASK(TR):14.35872 	 toc: 14.35875
expectedTimeMASK(TR):14.38542 	 toc: 14.35879
beforeOnset(TR):14.38281 	 toc: 14.35921
onsetSTIM(TR):14.38476 	 toc: 14.38479
expectedTimeSTIM(TR):14.41146 	 toc: 14.38483
onsetMASK(TR):14.41080 	 toc: 14.41083
expectedTimeMASK(TR):14.43750 	 toc: 14.41087
beforeOnset(TR):14.43490 	 toc: 14.41128
onsetSTIM(TR):14.43684 	 toc: 14.43687
expectedTimeSTIM(TR):14.46354 	 toc: 14.43691
onsetMASK(TR):14.46288 	 toc: 14.46291
expectedTimeMASK(TR):14.48958 	 toc: 14.46295
beforeOnset(TR):14.48698 	 toc: 14.46337
onsetSTIM(TR):14.48892 	 toc: 14.48895
expectedTimeSTIM(TR):14.51563 	 toc: 14.48899
onsetMASK(TR):14.51496 	 toc: 14.51500
expectedTimeMASK(TR):14.54167 	 toc: 14.51503
beforeOnset(TR):14.53906 	 toc: 14.51545
onsetSTIM(TR):14.54100 	 toc: 14.54104
expectedTimeSTIM(TR):14.56771 	 toc: 14.54107
onsetMASK(TR):14.56704 	 toc: 14.56708
expectedTimeMASK(TR):14.59375 	 toc: 14.56711
beforeOnset(TR):14.59115 	 toc: 14.56753
onsetSTIM(TR):14.59308 	 toc: 14.59312
expectedTimeSTIM(TR):14.61979 	 toc: 14.59316
onsetMASK(TR):14.61913 	 toc: 14.61916
expectedTimeMASK(TR):14.64583 	 toc: 14.61920
beforeOnset(TR):14.64323 	 toc: 14.61962
onsetSTIM(TR):14.64517 	 toc: 14.64520
expectedTimeSTIM(TR):14.67188 	 toc: 14.64523
onsetMASK(TR):14.67121 	 toc: 14.67124
expectedTimeMASK(TR):14.69792 	 toc: 14.67127
beforeOnset(TR):14.69531 	 toc: 14.67180
onsetSTIM(TR):14.69725 	 toc: 14.69728
expectedTimeSTIM(TR):14.72396 	 toc: 14.69732
onsetMASK(TR):14.72329 	 toc: 14.72332
expectedTimeMASK(TR):14.75000 	 toc: 14.72335
beforeOnset(TR):14.74740 	 toc: 14.72377
onsetSTIM(TR):14.74933 	 toc: 14.74936
expectedTimeSTIM(TR):14.77604 	 toc: 14.74939
onsetMASK(TR):14.77537 	 toc: 14.77540
expectedTimeMASK(TR):14.80208 	 toc: 14.77543
beforeOnset(TR):14.79948 	 toc: 14.77586
onsetSTIM(TR):14.80141 	 toc: 14.80144
expectedTimeSTIM(TR):14.82813 	 toc: 14.80147
onsetMASK(TR):14.82745 	 toc: 14.82748
expectedTimeMASK(TR):14.85417 	 toc: 14.82752
beforeOnset(TR):14.85156 	 toc: 14.82793
onsetSTIM(TR):14.85349 	 toc: 14.85352
expectedTimeSTIM(TR):14.88021 	 toc: 14.85356
onsetMASK(TR):14.87953 	 toc: 14.87956
expectedTimeMASK(TR):14.90625 	 toc: 14.87960
beforeOnset(TR):14.90365 	 toc: 14.88001
onsetSTIM(TR):14.90557 	 toc: 14.90560
expectedTimeSTIM(TR):14.93229 	 toc: 14.90564
onsetMASK(TR):14.93161 	 toc: 14.93164
expectedTimeMASK(TR):14.95833 	 toc: 14.93168
beforeOnset(TR):14.95573 	 toc: 14.93210
onsetSTIM(TR):14.95765 	 toc: 14.95768
expectedTimeSTIM(TR):14.98438 	 toc: 14.95772
onsetMASK(TR):14.98369 	 toc: 14.98372
expectedTimeMASK(TR):15.01042 	 toc: 14.98376
breakDetected(TR) toc: 14.98398
lastTrialFlip(TR):15.00973 	 toc: 15.00976
expectedTime ITI(TR):19.00000 	 toc: 15.00982
button readout over : toc: 15.04808
Adaptation Trial 3 from 12 | stimtiming: 1.000000 
expectedTime(TR):19.00000 	 toc: 15.04854
beforeOnset(TR):18.99740 	 toc: 15.04914
onsetSTIM(TR):18.99913 	 toc: 18.99922
expectedTimeSTIM(TR):19.31250 	 toc: 18.99932
onsetMASK(TR):19.31162 	 toc: 19.31167
expectedTimeMASK(TR):19.62500 	 toc: 19.31176
beforeOnset(TR):19.62240 	 toc: 19.31234
onsetSTIM(TR):19.62410 	 toc: 19.62415
expectedTimeSTIM(TR):19.93750 	 toc: 19.62420
onsetMASK(TR):19.93659 	 toc: 19.93663
expectedTimeMASK(TR):20.25000 	 toc: 19.93667
beforeOnset(TR):20.24740 	 toc: 19.93715
onsetSTIM(TR):20.24907 	 toc: 20.24912
expectedTimeSTIM(TR):20.56250 	 toc: 20.24918
onsetMASK(TR):20.56156 	 toc: 20.56160
expectedTimeMASK(TR):20.87500 	 toc: 20.56165
beforeOnset(TR):20.87240 	 toc: 20.56212
onsetSTIM(TR):20.87404 	 toc: 20.87408
expectedTimeSTIM(TR):21.18750 	 toc: 20.87413
onsetMASK(TR):21.18653 	 toc: 21.18657
expectedTimeMASK(TR):21.50000 	 toc: 21.18662
beforeOnset(TR):21.49740 	 toc: 21.18713
onsetSTIM(TR):21.49902 	 toc: 21.49905
expectedTimeSTIM(TR):21.81250 	 toc: 21.49910
onsetMASK(TR):21.81150 	 toc: 21.81154
expectedTimeMASK(TR):22.12500 	 toc: 21.81159
beforeOnset(TR):22.12240 	 toc: 21.81208
onsetSTIM(TR):22.12399 	 toc: 22.12403
expectedTimeSTIM(TR):22.43750 	 toc: 22.12407
onsetMASK(TR):22.43647 	 toc: 22.43652
expectedTimeMASK(TR):22.75000 	 toc: 22.43656
beforeOnset(TR):22.74740 	 toc: 22.43705
onsetSTIM(TR):22.74896 	 toc: 22.74900
expectedTimeSTIM(TR):23.06250 	 toc: 22.74904
onsetMASK(TR):23.06144 	 toc: 23.06148
expectedTimeMASK(TR):23.37500 	 toc: 23.06153
breakDetected(TR) toc: 23.06178
lastTrialFlip(TR):23.37393 	 toc: 23.37395
expectedTime ITI(TR):27.00000 	 toc: 23.37402
button readout over : toc: 23.40608
Adaptation Trial 4 from 12 | stimtiming: 0.250000 
expectedTime(TR):27.00000 	 toc: 23.40663
beforeOnset(TR):26.99740 	 toc: 23.40703
onsetSTIM(TR):26.99876 	 toc: 26.99880
expectedTimeSTIM(TR):27.07812 	 toc: 26.99885
onsetMASK(TR):27.07688 	 toc: 27.07691
expectedTimeMASK(TR):27.15625 	 toc: 27.07695
beforeOnset(TR):27.15365 	 toc: 27.07740
onsetSTIM(TR):27.15500 	 toc: 27.15504
expectedTimeSTIM(TR):27.23437 	 toc: 27.15507
onsetMASK(TR):27.23313 	 toc: 27.23317
expectedTimeMASK(TR):27.31250 	 toc: 27.23321
beforeOnset(TR):27.30990 	 toc: 27.23377
onsetSTIM(TR):27.31125 	 toc: 27.31128
expectedTimeSTIM(TR):27.39062 	 toc: 27.31132
onsetMASK(TR):27.38937 	 toc: 27.38940
expectedTimeMASK(TR):27.46875 	 toc: 27.38943
beforeOnset(TR):27.46615 	 toc: 27.38988
onsetSTIM(TR):27.46749 	 toc: 27.46752
expectedTimeSTIM(TR):27.54687 	 toc: 27.46756
onsetMASK(TR):27.54561 	 toc: 27.54564
expectedTimeMASK(TR):27.62500 	 toc: 27.54568
beforeOnset(TR):27.62240 	 toc: 27.54611
onsetSTIM(TR):27.62373 	 toc: 27.62376
expectedTimeSTIM(TR):27.70312 	 toc: 27.62380
onsetMASK(TR):27.70185 	 toc: 27.70189
expectedTimeMASK(TR):27.78125 	 toc: 27.70192
beforeOnset(TR):27.77865 	 toc: 27.70730
onsetSTIM(TR):27.77997 	 toc: 27.78001
expectedTimeSTIM(TR):27.85937 	 toc: 27.78004
onsetMASK(TR):27.85810 	 toc: 27.85813
expectedTimeMASK(TR):27.93750 	 toc: 27.85816
beforeOnset(TR):27.93490 	 toc: 27.85860
